ID,Japanese,English,Chinese,EnglishCensored,Korean,German
87,"","An angel Digimon with six glittering wings
and pure white cloth covering its body. A
being of perfect virtue, known as a Digimon
that brings happiness. With regards to evil,
however, it is totally merciless, attacking
until the enemy is completely annihilated. On
the countless occasions when danger descends
upon the Digital World, it comes to lead
Digimon of the same species. Before going to
the dark side, Devimon was one of this
species. Its special move Heaven's Knuckle
attacks foes with a shining golden fist.","長有6片光輝閃耀的翅膀，
身著神聖純白衣裳的天使數碼寶貝。
是完全善良的存在，擁有帶來幸福的數碼寶貝之稱。
但對於邪惡極度冷酷，直到消滅對方為止，
都不會停止攻擊。
傳說在數碼世界數次遭遇危機時，
都由它率領同種族的數碼寶貝降臨。
墮落至黑暗的數碼寶貝，
原先也和它是同種族的數碼寶貝。
必殺技是以閃耀金色光輝的拳頭攻擊敵人的
『天堂之拳』。","","빛나는 6장의 날개와 신성한 순백의 옷으로 몸을 
감싼 천사 디지몬.
완전한 선의 존재이며 행복을 가져오는 디지몬으로
불리고 있지만 악에 대해서는 매우 냉철하며 완전히
상대가 소멸할때까지 공격을 멈추지 않는다.
디지털 월드가 몇 번이나 위기에 처했을 때
같은 종족 디지몬을 이끌고 강림했다고 전해지며
다크사이드로 끌려들어간 데블몬도 원래는
같은 종족이었다.
필살기는 황금색으로 빛나는 주먹으로 상대를 공격하는
『헤븐즈 너클』.","Ein Engels-Digimon mit sechs schimmernden
Flügeln, dessen Körper in weißes Tuch gehüllt
ist. Dieses tugendhafte Wesen gilt als
Digimon, das Zufriedenheit bringt. Dem Bösen
gegenüber kennt es jedoch keine Gnade und
greift an, bis der Feind komplett vernichtet
ist. Immer, wenn der Digitalen Welt Gefahr droht,
kommt es und führt die Digimon seiner
Spezies. Dieser Spezies gehörte auch Devimon
an, bevor es auf die dunkle Seite wechselte.
Bei seinem Spezialmove „Knöchel des Himmels“
greift es Feinde mit einer goldenen Faust an."
88,"","A holy knight Digimon and member of the Royal
Knights that is fused from WarGreymon and
MetalGarurumon with the will of those who
wish for good. Combining the qualities of
both, this Digimon is a flexible fighter. Its
left arm is the shape of WarGreymon's with a
sword and shield, and its right hand is the
shape of MetalGarurumon's and is equipped
with a cannon and missiles. Its cloak allows
it to fly away from attacks. Supreme Cannon
fires frigid air, and Transcendent Sword is
an invincible blade.","在人們渴望良善的強烈意志下，
由戰鬥暴龍獸和鋼鐵加魯魯獸融合誕生，
並為“皇家騎士”其中一員的聖騎士型數碼寶貝。
是一隻兼具兩者特質的數碼寶貝，
無論在什麼情況下都能將能力
發揮地淋漓盡致的多重類型戰士。
戰鬥暴龍獸形狀的左手裝備有盾和劍，
鋼鐵加魯魯獸形狀的右手裝備有大炮和導彈。
背上的披風在閃避敵人的攻擊
和飛行的時候會自動加裝。
必殺技是從右手的大炮射擊出『加魯魯加農炮』，
左手裝有無敵之劍『暴龍颶風劍』。","","워그레이몬과 메탈가루몬이 선을 바라는 사람들의 
강한 의지에 따라 융합하여 탄생한 ""로얄 나이츠""의
일원인 성기사형 디지몬.
두 마리의 특성을 모두 갖춘 디지몬으로 어떤 상황에서도
그 능력을 유감없이 발휘할 수 있는 멀티 타입 기사이다.
워그레이몬의 형태를 한 왼팔에는 방패와 검이, 
메탈가루몬의 형태를 한 오른팔에는 대포와 미사일이
장비되어있다. 등의 망토는 적의 공격을 피할 때나 비행
할 때 자동으로 장착된다. 필살기는 오른팔의 대포로
발사하는『가루루 캐논』. 왼팔에는 무적의 검
『그레이 소드』가 장비되어 있다.","Dieses heilige Ritter-Digimon gehört zu den
Royal Knights und ist eine Fusion aus
WarGreymon und MetalGarurumon mit dem Willen
zum Guten. Durch die Eigenschaften beider
Digimon ist es ein vielseitiger Kämpfer. Den
linken Arm hat es von WarGreymon, mit
Schwert und Schild. Die linke Hand ist wie
die von MetalGarurumon mit einer Kanone und
Raketen ausgerüstet. Mit seinem Umhang kann
es vor Angriffen davonfliegen. „Überlegene
Kanone“ verschießt eisige Luft, „Graues
Schwert“ ist eine unzerstörbare Klinge."
90,"","This Digimon looks like a young dinosaur.
It may still be a Rookie, but it holds both
great potential as a fighting type Digimon it
originally descended from and a carnivore-
like brutality. The mark on its abdomen means
""Digital Hazard,"" which is inscribed on
anything that can cause great harm to
computer data. Even so, it could become a
guardian of the Digital World if this ability
is used for peace. Its signature move is
Rock Breaker, which it uses to destroy
rocks with its sturdy claws.","還殘留一絲稚嫩，有著恐龍般外貌的數碼寶貝。
雖然還在成長期，但卻擁有極高的數碼寶貝
與生俱有的“戰鬥種族”潛力，
潛藏著肉食動物般的兇暴性。
腹部上的圖樣被稱為“數碼危機”，
此圖樣刻印在可能對電腦資料造成
重大損害的數碼寶貝身上。
但這項能力，如果為和平所用，
相信它便能成為數碼世界的守護者吧。
擅長技能是連岩石都能破壞，
以強勁前爪施展的『破岩擊』。","","아직 어린 티가 남은 공룡같은 모습의 디지몬.
아직 성장기지만 디지몬이 본래 가지고 있는
""싸우는 종""으로써의 잠재력은 매우 높아
육식동물과 같은 흉폭성을 간직하고 있다.
배에 그려진 마크는 ""디지털 해저드""로
불리며 컴퓨터 데이터에 대한 막대한 피해를
미칠 가능성이 있는 것으로 각인되었다.
하지만 이 능력도 평화적으로 이용된다면 디지털
월드의 수호자인 존재가 될 수 있다는 의미일 것이다.
주특기는 강인한 앞발톱으로 암석까지 파괴하는
『락 브레이커』.","Dieses Digimon sieht aus wie ein junger Dino-
saurier. Es ist zwar noch ein Rookie, besitzt
aber großes Potenzial als Kampf-Digimon, da es
von diesen abstammt. Außerdem ist aggressiv
wie ein Raubtier. Das Zeichen auf seinem
Bauch bedeutet „Digitale Gefahr“ und wird für
alles verwendet, was Computerdaten bedroht.
Dennoch könnte es ein Hüter der Digitalen Welt 
sein, wenn seine Fähigkeiten für den Frieden
eingesetzt werden. Bei „Felsbrecher“
zertrümmert es Felsen mit seinen Krallen."
91,"","An extremely rare insectoid Digimon with a
human form, possessing the hard exoskeleton
and quick movements of its type. It excels in
assassination, aiming for vitals with
quick movement and precise judgment. It
boasts attacks that silence the enemy in a
single blow. It is composed and intelligent,
possessing a calm personality. The special
move Spiking Strike is a dreadful skill
that skewers foes with the spikes
on both arms.","擁有人型型態，非常稀有的昆蟲型數碼寶貝。
具備昆蟲型數碼寶貝特有的堅硬外骨骼
和靈敏的動作。
作為暗殺者的能力十分傑出，
擅長利用敏捷的身體動作與精確的判斷力，
狙擊敵人的要害，將其一擊斃命。
非常冷靜且聰明，個性相當冷酷。
必殺技是以雙臂的刺釘貫穿敵人的
恐怖技能『終結刺釘』。","","인간의 형태를 띤 매우 신기한 곤충형 디지몬.
곤충형 디지몬 특유의 딱딱한 외각과 재빠른 움직임을
가지고 있다. 뛰어난 암살자이며 민첩한 몸놀림과
정확한 판단력으로 적의 급소를 노려
일격에 적을 침묵시키는 공격을 특기로 삼는다.
지극히 냉정하며 지성이 높은 쿨한 성격이다.
필살기는 양 팔의 스파이크로 적을 관통하는
무서운 기술『스파이킹 피니시』.","Ein äußerst seltenes Insekten-Digimon mit
menschlicher Gestalt. Es besitzt jedoch ein
Exoskelett und bewegt sich flink wie für
seine Art üblich. Es ist ein echter Killer,
der mit Schnelligkeit und Präzision wichtige
Organe ins Visier nimmt. Mit seinen Angriffen
kann es Gegner mit einem Treffer ausschalten.
Es ist besonnen und klug und hat ein ruhiges
Wesen. Der Spezialmove „Stechangriff“ ist
ein schrecklicher Angriff, bei dem es Feinde
mit den Stacheln an seinen Armen aufspießt."
92,"","Naughty and brimming with curiosity, its
body is small, and it was previously a holy
type Digimon. Its true power doesn't match up
to this appearance. The Holy Ring on its tail
is proof of its holy nature, but it loses
power and cannot demonstrate its original
strength if this is removed. In order to
protect itself, it wields long claws copied
from SaberLeomon's data. Its special move
Lightning Paw attacks enemies
with long claws.","好奇心非常旺盛，喜愛惡作劇。
體型雖小，但卻是珍貴的神聖系數碼寶貝，
擁有與外表不相符的強大實力。
尾巴繫有神聖系證明的神聖環，
一旦丟失了神聖環，它的力量就會減弱，
無法發揮本來的力量。
為了保護自身，手上長有
拷貝自黃金劍獅獸資料的長爪。
必殺技是用長爪攻擊敵人的『貓貓拳』。","","호기심이 무척 왕성하고 장난을 좋아한다.
몸은 작지만 귀중한 신성계 디지몬이며 겉모습에
어울리지 않는 실력을 가지고 있다. 신성계의 증표인
홀리링을 꼬리에 걸고 있지만 이 홀리링을 빼면
파워가 다운되어 본래의 힘을 발휘하지 못하게 된다.
몸을 지키기 위해 샤벨레오몬의 데이터를 카피한
긴 손톱을 붙이고 있다.
필살기는 긴 손톱을 써서 상대를 공격하는
『고양이 펀치』.","Es ist klein, frech, voller Neugier und war
zuvor ein heiliges Digimon. Sein Aussehen
täuscht über seine wahre Macht hinweg. Der
heilige Ring an seinem Schwanz ist der Beweis
für sein heiliges Wesen. Wenn es ihn aber
verliert, wird es geschwächt und kann seine
Stärke nicht unter Beweis stellen. Zu seinem
Schutz trägt es lange Krallen, die aus
SaberLeomons Daten kopiert sind. Die Krallen
setzt es bei seinem Spezialmove „Blitzpfote“
gegen seine Gegner ein."
93,"","This dark angel Digimon is clad in jet black
robes. It was originally a glittering,
Angemon-type Digimon, but it fell into the
Digital World distortion called the Dark Area
and became a fallen angel. The proof of this
is the large mark of evil on its chest.
It has a crafty and fiendish personality, but
also possesses outstanding intelligence. Its
glowing red eyes are said to brainwash
whatever they see into Devimon's service. Its
special move Death Claw extends its
flexible limbs to pierce the enemy.","全身包裹著漆黑衣裳的墮天使型數碼寶貝。
原本是光輝閃耀的天使系數碼寶貝，
但因墮落至存在於數碼世界中空間歪斜處的
黑暗區域，因此成了墮天使。
證據就是浮現在它胸口的巨大邪惡標記。
個性狡猾而兇惡，但同時也具有出眾的智能。
據說被它閃耀著深紅光芒的雙眼所注視的生物，
都會遭到精神控制，受到惡魔獸的支配。
必殺技『死亡之爪』，是將伸縮自如的雙臂伸長，
貫穿敵人的身體。","","칠흑같은 옷으로 몸을 감싼 타락천사형 디지몬.
원래는 빛나는 엔젤몬계 디지몬이었지만
디지털 월드의 공간의 비틀림에 존재하는 다크
에어리어에 떨어져 타락천사가 되었다.
그 증거인 악의 마크가 가슴에 크게 새겨져 있다.
교활하고 흉악한 성격이지만 매우 뛰어난 지성의 소유자
이다. 진홍색으로 빛나는 두 눈을 바라본 자는
마인드 컨트롤되어 데블몬에게 지배되고 만다고
전해진다.
필살기『악마의손길』은 신축이 자유로운 양 손을 뻗어
상대의 몸을 꿰뚫는다.","Dieses böse Engels-Digimon ist in tiefschwarze
Gewänder gehüllt. Ursprünglich war es ein
strahlendes Angemon, fiel aber in ein
Zerrbild der Digitialen Welt, das dunkles Gebiet
genannt wird, und wurde zum gefallenen Engel.
Dies beweist das große Zeichen des Bösen auf
seiner Brust. Es hat ein zerissenes und
teuflisches Wesen, verfügt aber auch über
herausragende Intelligenz. Seine glühend
roten Augen unterwerfen angeblich alles
seinem Willen. Bei „Todeskralle“ streckt es
seine Glieder, um den Feind zu durchbohren."
94,"","A shining dragon Digimon that attacks using
the energy of the scorching sun. It has an
ability where it can summon a GeoGrey Sword
from the ground using the pure, condensed
power of Gaia.","積蓄熾熱太陽能量的光龍型數碼寶貝。
擁有從大地召喚凝結大地（蓋亞）之力的劍
『大地暴龍劍』的能力。","","작열하는 태양 에너지를 모아 싸우는
광룡형 디지몬.
대지의 힘이 응축된 검
『지오그레이 소드』를
대지로부터 소환하는 능력을 가진다.","Dieses funkelnde Drachen-Digimon greift mit
der glühenden Energie der Sonne an. Es
besitzt die Fähigkeit, mit der reinen,
konzentrierten Kraft Gaias ein
„GeoGrau-Schwert“ aus dem Boden zu
beschwören."
95,"","A beast knight Digimon that wears full-body
armor of Chrome Digizoid. Because it can move
extremely fast, the enemy thinks that its
appearance on the battlefield is only an
illusion. Its special move is the Full Moon
Blaster which is a single blow using the
collected energy from its whole body,
unleashed from an opening in its chest.","全身包覆著數碼合金製鎧甲的獸騎士型數碼寶貝。
由於它以超凡的速度移動，
甚至會讓敵人誤以為是海市蜃樓。
必殺技是累積全身的能量，
從胸前的槍口釋放出超大型一擊『滿月衝擊波』。","","전신이 크롬디지조이트 갑옷으로 덮인
수기사형 디지몬.
차원이 다른 스피드로 이동하기 때문에 적들은 마치
신기루와 같은 현상을 보게 된다.
필살기는 전신의 에너지를 모아 가슴의 입구부분으로
쏘는 최대급 일격『풀문 블래스터』.","Ein Tierritter-Digimon dessen gesamter Körper
mit Chrom-Digizoid gepanzert ist. Da es sich
äußerst schnell bewegen kann, hält der
Gegner es lediglich für eine Illusion. Sein
Spezialmove ist „Vollmond-Blaster“, eine
einzelne Attacke bei dem es die gesammelte 
Energie seines gesamten Körpers aus einer 
Öffnung in seiner Brust schießt."
96,"","A mammal Digimon characterized by its large
ears, which it uses as wings to soar through
the air, but since it can't go faster than
1 km/h it's definitely faster to walk. People
love how cute it looks when trying so hard to
fly (not that it cares). It's very obedient
and does what it's told. Patamon has also
inherited the genetics of ancient Digimon
capable of unleashing hidden sacred power
without wearing a Holy Ring. The special move
Boom Bubble makes it suck in air and
shoot it out as an air bullet.","巨大的耳朵為其特徵的哺乳類型數碼寶貝。
雖然能用巨大的雙耳飛上天空，
但據說時速最高只有1公里，
因此用走的還比較快。
然而它拼命飛舞的模樣相當可愛，
因此極受歡迎。（本人似乎無法接受）
個性率直，會乖乖遵守教導的事情。
此外，即使巴達獸身上沒有神聖環，
但似乎仍具有能發揮潛藏神聖力量的
古代種數碼寶貝的遺傳因子。
必殺技是吸入空氣後，
一口氣吐出空氣彈的『空氣炮』。","","큰 귀가 특징적인 포유류형 디지몬.
이 커다란 날개를 써서 하늘을 날 수 있지만
시속 1km의 스피드밖에 낼 수 없기 때문에 걷는 편이
단연코 빠르다고 한다. 하지만 필사적으로
날아가는 모습이 귀여워서 인기가 높다.
(본인은 납득하지 못한다고 함)
무척 솔직한 성격으로 가르친 것을 잘 지킨다.
또 파닥몬은 홀리링을 몸에 달지 않아도
숨겨진 성스러운 힘을 발휘할 수 있는 고대종
디지몬의 유전자를 이어받았다고 한다.
필살기는 공기를 들어마셨다가 단숨에 공기탄을 쏘는
『에어 샷』.","Dieses Säugetier-Digimon zeichnet sich durch
große Ohren aus, die es zum Fliegen benutzt.
Da es dabei aber nur mit 1 km/h vorankommt,
ist es zu Fuß schneller. Menschen lieben den
süßen Anblick seiner Fluganstrengungen (das
ist ihm aber egal). Es ist sehr gehorsam und
macht, was man ihm sagt. In Patamon
schlummern die Gene alter Digimon, sodass
es auch ohne heiligen Ring eine geheime Macht
entfesseln kann. Bei dem Spezialmove
„Luftstoß“ saugt es Luft ein und feuert
sie als Geschoss ab."
97,"","A small familiar Digimon shaped like a bat
used by the likes of Devimon or Myotismon.
It tends to rile up the Devimon, who had been
an angel type Digimon, and is said to be the
one that brought it over to the dark side.
It lacks attack power, but its uses its
cunning to commit evil deeds here and there.
It prefers darkness and is rarely seen alone,
often together with high-level Digimon
instead. Its special move Demi Darts shoots
massive syringes and sucks the enemy's blood.","擁有蝙蝠外表的小型使魔數碼寶貝，
為惡魔獸和吸血魔獸等高級數碼寶貝的使魔。
但據說它就是唆使原為天使系數碼寶貝的
惡魔獸墮入黑暗面的始作俑者。
雖然攻擊力不強，但滿腦子壞主意，到處為非作歹。
喜愛黑暗，大多數時候都跟在高級數碼寶貝身旁，
少有見它單獨出現的情形。
必殺技是擲出巨大的注射器，
從敵人身上吸血的『小惡魔飛鏢』。","","박쥐 모습을 한 소형의 사역마 디지몬.
데블몬이나 묘티스몬 등의 상급 디지몬의 사역마로
존재하지만 천사계 디지몬이었던 데블몬을 부추겨
다크사이드로 끌어들인 장본인이라고도 전해진다.
공격력 등은 강하지 않지만 잔머리를 써서 여기저기서
악행을 하고 있다. 어둠을 좋아하고 항상 상급 디지몬과
함께 있는 경우가 많아서 쉽게 목격하기는 어렵다.
필살기는 커다란 주사기를 던져 상대로부터 피를 
빨아들이는『피코주사기』.","Ein kleines, fledermausartiges Digimon aus
dem unter anderem Devimon und Myotismon
digitieren. Oft stachelt es Devimon auf, das
zuvor ein Engels-Digimon war, und zieht es
auf die dunkle Seite. Ihm fehlt es zwar an
Angriffskraft, doch mit seiner Gerissenheit
kann es hier und da böse Taten vollbringen.
Am liebsten mag es die Dunkelheit und taucht
nur selten allein auf, sondern häufig zusammen
mit einem starken Digimon. Mit „Giftpfeile“
schießt es riesige Spritzen, die dem Gegner
das Blut aussaugen."
101,"","A high angel Digimon with eight sparkling
silver wings. MagnaAngemon's job in the
Digital World is law enforcement, and it
supervises most of the other high angel
Digimon. It speaks for the light that
protects the order of the Digital World, and
thus normally takes the appearance of a
priest, but when the Digital World is
shrouded in dark, it changes into battle mode
to fight evil with unique weapons. Its
special move is called Heaven's Gate. It
sends enemies through a door of no return.","擁有八片閃耀銀翼的大天使型數碼寶貝。
神聖天使獸在數碼世界的使命是法律的執行官，
負責監視及督導眾多天使型數碼寶貝。
此外，它也是維持數碼世界秩序的
“光”之意識的代理者，
雖然平時是以神官的姿態現身，　
但當“闇”之意識覆蓋整個數碼世界時，
它會轉換成戰鬥型態來打擊邪惡。
處於戰鬥型態時會以裝備於左手的光束盾牌
和右手的王者聖劍葬送敵人。
必殺技是開啟門扉將敵人送往永不得返的亞空間，
使敵人葬身在那處的『天國之門』。","","빛나는 8장의 은빛 날개를 가진 대천사형 디지몬.
홀리엔젤몬이 가진 디지털 월드에서의 사명은
법 집행관이며 많은 천사형 디지몬을 관리감독하는
역할을 맡고 있다. 디지털 월드의 질서를 유지하는
""빛""의 의식의 대변자이며 평소에는 신관의 모습을
하고 있지만 ""어둠""의 의식이 디지털 월드를 뒤덮을 때
전투형태(배틀모드)로 변화해 악을 무찌른다.
전투형태가 되면 왼손의 빔 실드와 오른손에 장비된
성검 엑스캘리버로 적을 없앤다.
필살기는 다시는 돌아올 수 없는 아공간의 문을
출현시켜 적을 매장하는『천국의 문』.","Ein hohes Engels-Digimon mit acht funkelnden
Silberflügeln. MagnaAngemons Aufgabe ist es,
in der Digitalen Welt für Recht und Ordnung zu
sorgen. Es ist der Anführer der meisten
anderen hohen Engels-Digimon. Es spricht für
das Licht, das die Ordnung der Digitalen Welt
bewahrt, und nimmt daher meist die Gestalt
eines Priesters an. Wenn sich aber Dunkelheit
über die Digitale Welt senkt, wechselt es in den
Kampfmodus, um das Böse mit einzigartigen
Waffen zu bekämpfen. Sein Spezialmove
„Himmelstor“ öffnet eine Tür ohne Wiederkehr."
102,"","A martial artist Digimon discovered in the
back regions of a Chinese mountain province.
It wanders the world in pursuit of its arch-
enemies, viruses that do evil through email.
It has the makings of an exceptional kenpo
practitioner, but still lacks training. It
uses the Togaken style it invented itself, and
its finishing move Ninja Fist is a nimble
stealth attack making use of its jumping
power. Its special move Ninja Claw uses its
rabbit-like agility and jumping power to
unleash rapid blows with Tokaku Tessou claws.","中國深山省內地發現的武鬥家數碼寶貝。把隨著
郵件而來作惡的病毒視為勁敵不斷追趕，而在世
界流浪。多虧其出色的拳法資質，使用著獨自發
展出的兔牙拳。得意招式是利用出色的跳躍能力
來使出高速敏捷的拳法「忍迅拳」。必殺技是用
雙手的「兔角鐵爪」來使出的打擊技「巖兔烈鬥
」。是用如同兔子的敏捷和高超跳躍能力施展的
連續技。","","중국 심산성의 오지에서 발견된 무투가 디지몬.
메일을 타고 나쁜 일을 일으키는 바이러스를
숙적으로 삼아 뒤쫓고 있으며 세계를 방랑하고 있다.
드물게 뛰어난 권법의 소질을 가지고 있지만
아직은 발전하고 있는 중이다. 독자적으로 짜낸 
토아권을 사용한다. 특기는 높은 도약력을 활용해 
민첩하게 미행하는 권법『인신권』. 
필살기는 양팔의「토각철조」를 이용한 타격기
『엄토열두』. 토끼와 같은 날렵하고 높은 도약을 통해
자아내는 연격 기술이다.","Kampfsport-Digimon, das im Hinterland einer
bergigen chinesischen Provinz entdeckt wurde.
Zieht durch die Welt, immer auf der Suche nach 
seinen Erzfeinden: bösartigen E-Mail-Viren. Hat
das Zeug zu einem herausragenden Kempo-
Kämpfer, wobei ihm das Training fehlt. Setzt
den selbst erfundenen Tokagen-Stil ein. Sein
Todesstoß „Ninjafaust“ ist ein flinker Tarn-
angriff, bei dem es seine Sprungkraft nutzt.
Sein Spezialmove „Ninjaklaue“ nutzt seine
hasenartigen Reflexe und seine Sprungkraft
für schnelle Hiebe mit Tokaku-Tessou-Klauen."
104,"","The strongest god of destruction that governs
regeneration in eastern folklore. It is said
to appear when network systems experience
abnormalities, rendering the existing system
unto nothingness and building a new system in
its place. Its special moves are Celestial
Blade, which cleaves any and everything under
the heavens with the blade of light, Orochi, 
released from its ZERO-ARMS, and Heaven's 
Thunder, the ultimate technique that faces its 
light blade to the heavens and rains it down on 
the world as destructive lightning.","在東方的傳說中，是最強的破壞神，也是掌管再
生的神祇。傳說將在網路系統異常時降臨，會將
既有的系統化為虛無，再創造出全新的系統。必
殺技是用「零式武裝：大蛇」所發出的光之劍，
將天下一切全數斬斷刺穿的「天羽羽斬」，和朝
著天空放出光之劍(零式武裝：大蛇)，化為破壞
之雷灌注大地的「八雷神」。","","동방에서 전승으로 전해지는
최강의 파괴신이자 재생을 관장하는 신.
네트워크 시스템의 이상이 발생하면 강림하여
기존의 시스템을 무로 되돌려
새로운 시스템을 창조한다고 전해진다.
필살기는 제로암즈:오로치로부터 발동한 
빛의 검이 천하의 모든 것을 베어내고 꿰뚫는
『천우우참』과 천상을 향해(제로암즈: 오로치)
발사된 빛의 검이 파괴의 번개가 되어 지상으로 
떨어지는 궁극기『팔뢰신』.","Der stärkste Gott der Zerstörung, der in
östlichen Sagen über die Heilung gebietet.
Soll erscheinen, wenn es zu Anomalien in
Netzwerksystemen kommt, diese annullieren und
ersetzen. Seine Spezialmoves sind „Himmels-
klinge“, wobei die Lichtklinge (aus seinen 
ZERO-ARMS: Orochi) alles unter dem Himmel
vernichtet, und „Himmlischer Donner“, die
ultimative Technik, bei der die Lichtklinge
gen Himmel gehalten wird und verheerende
Blitze auf die Erde regnen lässt."
105,"","A hidden form of Gallantmon clad in shining
crimson armor. It is at full power, heating up
its armored parts and dying them red. As a
result, it cannot stay in this mode for long.
Its chest contains a DigiCore with a Digital
Hazard sealed within. When it releases the
power in its body, wings of energy radiate
from its back. It wields formless weapons of
divine light: the lance Gungnir and the sword
Blutgang. Its special move Quo Vadis tears
apart foes on the atomic level with Gungnir
and consigns them to another dimension.","穿上紅色光輝的鎧甲，紅蓮騎士獸的隱藏樣貌。
由於力量全數開啟，鎧甲部分因為高熱而染上紅
色，也因此無法長時間維持。胸部有著封印著「
數碼危機」的數碼核，全數釋放體內力量時，背
部會照射出羽翼狀的能量。揮舞著沒有實體的能
量狀的武器，光之神槍「昆克尼爾」和光之神劍
「布爾特根」。必殺技是用神槍「昆克尼爾」將
敵人電子分解，並葬送至異次元彼端的「Quo Va
dis」。","","진홍색으로 빛나는 갑주로 몸을 감싼 듀크몬의
숨겨진 모습. 모든 파워를 개방하고 있기에
갑옷 부분이 열을 가진 붉은색으로 물들어 있다. 때문에
크림슨 모드를 장시간 유지할 수는 없다.
흉부에는「디지털 해저드」를 봉인한 디지코어(전뇌핵)
이 있어 체내의 파워를 완전히 방출하면 배후에서
날개 모양의 에너지 조사를 확인할 수 있다.
실체를 갖지 않은 에너지 형태의 무기, 빛의 신창
「궁그닐」과 빛의 신검「블루트강」을 휘두른다.
필살기는 신창「궁그닐」으로 적을 원자분해 해서
이차원 저편으로 매장하는『쿠오 바디스』.","Verborgene Form von Gallantmon in strahlend
roter Rüstung. Ist im Vollbesitz seiner Macht
und erwärmt seine Rüstung, wodurch diese rot
wird. Kann daher nicht lange in diesem Modus
bleiben. Seine Brust birgt einen Digikern mit
darin versiegelter Digitaler Bedrohung. Setzt
es seine innere Macht frei, strahlen Energie-
schwingen auf seinem Rücken. Nutzt unförmige
göttliche Lichtwaffen: die Lanze Gungnir und
das Schwert Blutgang. Beim Spezialmove „Quo
vadis“ zerreißt Gungnir Gegner auf Atomebene
und schickt sie in eine andere Dimension."
106,"","A Super-Mega Digimon born of a mutation that
occurred when a large amount of Diaboromon 
fuse. Diaboromon has the ability to copy itself 
en masse, but their abilities would be less than 
those of the original. But by fusing that mass of 
copies, it was able to obtain more power than 
the original Diaboromon. Its special move Black
Rain shoots energy beam into the air that
fall like rain, and Ultimate Flare fires a
destructive energy beam from its gaping maw.","超惡魔獸的幼年期大量融合，引發突變而誕生的
超究極體數碼寶貝。超惡魔獸有大量複製自己的
能力，卻有讓本身能力下降的特性。不過，藉由
大量產生幼年期並進行融合，來維持能力且融合
為一，而獲得了超越超惡魔獸的力量。
必殺技是從背部向上空發射能量彈，並降下四散
光束雨的「黑雨」，以及從張開大嘴中發射的破
壞能量波「終極爆炎炮」。","","유년기 디아블로몬이 대량으로 융합하여
돌연변이를 일으켜 탄생한 초궁극체 디지몬.
디아블로몬은 자신을 대량으로 복제하는 능력을
가졌지만 그 대신 본래 가지고 있던 능력이 그만큼
하락하고 마는 특성이 있다. 하지만 유년기를 대량으로
발생시켜 융합함으로써 능력을 분산하는 것이 아니라
1개체에 응축하여 디아블로몬 이상의 파워를
얻을 수 있었다.
필살기는『블랙 레인』과 크게 벌린 입으로부터 방사하는
파괴의 에너지파『얼티밋 플레어』.","Dieses Ultimative Digimon wurde aus einer
Mutation geboren, als eine große Anzahl an
Diaboromon fusionierten. Diaboromon
kann sich massenhaft kopieren.
Zwar sind die Kopien schwächer als das
Original, doch da so viele fusionierten, war
das Ergebnis stärker als das ursprüngliche
Diaboromon. Sein Spezialmove „Schwarzer
Regen“ lässt Energiestrahlen herabregnen und
bei „Ultimative Fackel“ speit es einen Strahl
verheerender Energie."
107,"","A female fallen angel Digimon with noble
dignity. It has unrivaled strength and pure
dark-side power, and almost none have grown
up on a private server. Its special move
called Darkness Wave unleashes a myriad of
dark and bat-like creatures that burn its
enemies.","高貴的女性型墮天使數碼寶貝。
由於其強力無比的高純度黑暗面力量
使得她異常強悍，
據說要在個人終端上持續培育的可能性近乎於零。
必殺技『黑暗波』是放射出無數宛如蝙蝠的
黑暗飛翔物體，並將對手燃燒殆盡。","","고귀한 존재인 여성형 타락천사 디지몬.
그 강력무비하고 순도높은 다크사이드 파워이기 때문에
강력하며 한 개인이 단말로 계속 키운 사례는 한없이 0에
가깝다고 한다.
필살기『암흑파』는 박쥐같은 암흑의
비상물을 무수하게 날려 상대를 잿더미로 만든다.","Ein ehrwürdiges gefallenes Engels-Digimon. Es
besitzt unübertroffene Stärke und reine
dunkle Macht. Bisher ist kaum ein Digimon
dieser Art auf einem privaten Server
aufgewachsen. Mit dem Spezialmove
„Dunkelheit“ entfesselt es zahllose dunkle
und fledermausartige Kreaturen, die seine
Feinde verbrennen."
