id,digi1,digi2,digi3,digi4,digi5,digi6,level1,level2,level3,level4,level5,level6,variation1,variation2,variation3,variation4,variation5,variation6,unk13,unk14,unk15,unk16,unk9,unk10
151,397,87,313,680,130,711,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,a
152,16,30,393,130,314,209,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,a
153,758,91,365,15,326,5,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,a
154,783,5,68,16,30,349,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,a
155,11,714,218,716,341,54,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,a
156,68,313,72,15,326,630,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,a
157,395,313,14,375,590,68,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,a
158,13,759,15,314,87,14,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,a
159,93,349,375,3,377,22,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,a
161,68,191,394,347,113,454,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,a
162,3,710,10,77,313,314,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,a
163,15,13,191,93,377,369,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,a
164,326,304,752,77,711,313,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,a
165,755,630,304,783,621,72,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,a
166,702,113,130,115,396,759,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,a
167,455,712,30,393,25,70,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,a
171,115,16,93,218,87,363,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,a
172,209,396,12,452,68,87,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,a
173,731,345,177,374,576,74,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,a
181,115,314,711,91,759,54,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,a
182,363,68,115,393,341,399,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,a
183,716,452,16,755,102,64,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,a
184,177,718,134,84,699,345,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,a
185,73,364,148,309,305,719,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,a
186,91,58,344,5,455,710,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,a
187,721,753,31,719,79,41,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,a
191,16,752,369,13,760,102,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,a
192,93,702,714,396,218,326,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,a
193,760,308,113,344,395,115,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,a
194,5,115,396,16,347,3,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,a
195,301,301,-1,-1,-1,-1,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,a
196,301,402,301,-1,-1,-1,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,a
197,39,681,719,311,148,412,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,a
198,134,364,101,406,404,407,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,a
201,452,755,68,3,25,365,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
202,54,375,102,64,349,314,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
203,107,65,715,753,309,305,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
204,39,627,401,596,756,374,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
205,311,129,116,715,402,309,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
206,364,116,379,627,679,411,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
207,129,309,101,576,359,751,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
211,584,61,410,715,82,408,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
212,726,731,679,596,39,79,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
213,412,21,177,44,211,715,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
214,140,731,727,327,305,405,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
221,85,720,699,33,177,406,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
222,31,192,305,723,721,309,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
223,723,177,61,412,753,404,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
224,116,359,177,715,73,753,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,a
231,410,413,726,345,26,720,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,a
232,342,681,400,679,731,376,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,a
233,402,177,6,627,715,192,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,a
234,6,71,751,722,379,342,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,a
235,756,101,374,21,41,79,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,a
236,401,627,404,731,65,21,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,a
237,148,101,720,405,44,33,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,a
241,301,402,-1,-1,-1,-1,49,49,49,49,49,49,1,1,1,1,1,1,0,0,0,0,0,a
242,596,101,211,727,576,44,49,49,49,49,49,49,1,1,1,1,1,1,0,0,0,0,0,a
243,408,410,79,411,401,132,49,49,49,49,49,49,1,1,1,1,1,1,0,0,0,0,0,a
244,407,410,44,413,26,379,49,49,49,49,49,49,1,1,1,1,1,1,0,0,0,0,0,a
245,302,71,584,402,720,731,49,49,49,49,49,49,1,1,1,1,1,1,0,0,0,0,0,a
246,721,59,101,753,379,33,49,49,49,49,49,49,1,1,1,1,1,1,0,0,0,0,0,a
251,722,107,403,342,31,33,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,a
252,68,102,698,341,396,397,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,a
253,84,627,140,210,402,177,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,a
254,192,719,74,305,342,699,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,a
255,727,71,82,327,364,342,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,a
256,33,140,73,210,413,39,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,a
257,311,71,681,210,404,342,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,a
261,177,720,140,21,302,73,53,53,53,53,53,53,1,1,1,1,1,1,0,0,0,0,0,a
262,177,129,681,402,406,4,53,53,53,53,53,53,1,1,1,1,1,1,0,0,0,0,0,a
263,715,192,413,719,753,211,53,53,53,53,53,53,1,1,1,1,1,1,0,0,0,0,0,a
264,734,135,127,213,86,38,53,53,53,53,53,53,1,1,1,1,1,1,0,0,0,0,0,a
265,774,600,47,35,19,738,53,53,53,53,53,53,1,1,1,1,1,1,0,0,0,0,0,a
271,85,721,627,408,107,21,55,55,55,55,55,55,1,1,1,1,1,1,0,0,0,0,0,a
272,132,408,681,401,302,405,55,55,55,55,55,55,1,1,1,1,1,1,0,0,0,0,0,a
273,94,431,135,66,34,429,55,55,55,55,55,55,1,1,1,1,1,1,0,0,0,0,0,a
274,75,423,903,128,385,744,55,55,55,55,55,55,1,1,1,1,1,1,0,0,0,0,0,a
281,132,116,345,719,359,408,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,a
282,753,364,26,23,722,65,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,a
283,346,744,734,315,128,382,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,a
284,419,213,417,677,429,742,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,a
285,423,426,440,86,428,677,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,a
286,745,774,905,117,451,678,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,a
287,213,27,678,774,745,35,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,a
291,773,80,306,683,19,94,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,a
292,374,403,376,107,33,627,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,a
293,677,903,749,36,47,86,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,a
294,740,47,214,385,424,57,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,a
295,439,683,32,182,80,704,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,a
296,60,427,150,126,214,784,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,a
297,83,600,424,315,700,126,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,a
298,901,422,737,57,94,675,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,a
299,34,426,739,733,80,312,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,a
300,740,439,742,346,94,704,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,a
301,397,43,729,349,455,64,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,a
302,716,760,393,349,367,313,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,a
303,379,302,132,408,681,409,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,a
304,394,702,3,730,698,397,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,a
305,364,140,345,374,407,576,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,a
311,437,437,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,a
312,317,317,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,a
313,567,512,325,388,514,322,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,a
314,458,63,697,90,151,763,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,a
321,317,317,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,a
322,567,325,510,322,512,388,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,a
323,706,626,701,697,707,96,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,a
324,595,569,97,762,761,389,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,a
331,630,396,16,91,209,395,42,42,42,42,42,42,1,1,1,1,1,1,0,0,0,0,0,a
332,397,78,760,716,11,93,42,42,42,42,42,42,1,1,1,1,1,1,0,0,0,0,0,a
333,107,405,627,61,71,726,42,42,42,42,42,42,1,1,1,1,1,1,0,0,0,0,0,a
334,73,727,404,379,412,405,42,42,42,42,42,42,1,1,1,1,1,1,0,0,0,0,0,a
335,407,722,132,71,405,404,42,42,42,42,42,42,1,1,1,1,1,1,0,0,0,0,0,a
336,3,70,308,396,43,399,42,42,42,42,42,42,2,1,1,1,1,1,0,0,0,0,0,a
341,191,393,15,752,711,54,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,a
342,14,91,369,454,54,93,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,a
343,698,72,10,115,58,548,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,a
344,753,192,309,73,23,727,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,a
345,721,723,402,21,302,364,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,a
346,151,697,111,190,626,208,35,35,35,35,35,35,2,2,1,1,1,1,0,0,0,0,0,a
351,701,190,390,687,457,348,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,a
352,682,708,564,50,208,761,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,a
353,20,112,50,765,361,697,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,a
354,687,458,53,390,709,90,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,a
355,50,713,569,705,55,143,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,a
361,391,63,595,307,208,763,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,a
362,626,53,713,761,763,208,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,a
363,20,343,348,708,42,701,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,a
364,363,313,621,347,68,377,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,a
365,697,208,728,761,391,706,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,a
371,314,218,64,25,363,711,46,46,46,46,46,46,1,1,1,1,1,1,0,0,0,0,0,a
372,375,369,367,13,680,87,46,46,46,46,46,46,1,1,1,1,1,1,0,0,0,0,0,a
373,723,584,379,726,627,26,46,46,46,46,46,46,1,1,1,1,1,1,0,0,0,0,0,a
374,363,590,30,729,54,367,46,46,46,46,46,46,1,1,1,1,1,1,0,0,0,0,0,a
375,21,402,6,721,4,116,46,46,46,46,46,46,1,1,1,1,1,1,0,0,0,0,0,a
381,396,676,12,630,454,369,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,a
382,43,341,783,377,10,397,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,a
383,77,78,72,16,394,760,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,a
384,308,455,30,91,714,702,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,a
385,13,716,454,398,730,698,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,a
391,325,631,388,512,567,514,12,12,12,12,12,12,1,1,1,1,1,1,0,0,0,0,0,a
392,53,151,307,63,56,713,12,12,12,12,12,12,1,1,1,1,1,1,0,0,0,0,0,a
393,758,365,680,394,30,367,12,12,12,12,12,12,1,1,1,1,1,1,0,0,0,0,0,a
394,590,191,730,54,347,455,12,12,12,12,12,12,1,1,1,1,1,1,0,0,0,0,0,a
401,20,390,708,707,50,208,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,a
402,765,706,97,9,764,361,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,a
403,761,81,208,111,697,607,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,a
404,190,458,626,303,457,709,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,a
411,322,567,515,512,62,321,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,a
412,567,514,515,510,512,438,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,a
413,322,438,631,388,514,321,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,a
414,705,208,701,761,53,391,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,a
441,731,327,74,129,192,71,48,48,48,48,48,48,1,1,1,1,1,1,0,0,0,0,0,a
442,411,84,364,134,74,359,48,48,48,48,48,48,1,1,1,1,1,1,0,0,0,0,0,a
443,13,716,113,12,396,452,48,48,48,48,48,48,1,1,1,1,1,1,0,0,0,0,0,a
444,369,394,375,78,676,399,48,48,48,48,48,48,1,1,1,1,1,1,0,0,0,0,0,a
451,682,56,208,701,2,50,22,22,22,22,22,22,1,1,1,1,1,1,0,0,0,0,0,a
452,713,208,389,111,707,708,22,22,22,22,22,22,1,1,1,1,1,1,0,0,0,0,0,a
453,621,43,548,680,25,365,22,22,22,22,22,22,1,1,1,1,1,1,0,0,0,0,0,a
454,347,783,308,113,3,590,22,22,22,22,22,22,1,1,1,1,1,1,0,0,0,0,0,a
461,25,698,680,70,755,3,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,a
462,308,43,10,68,755,680,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,a
463,16,3,30,729,730,10,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,a
464,54,396,30,77,363,308,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,a
471,87,209,341,43,92,64,37,37,37,37,37,37,1,1,1,1,1,1,0,0,0,0,0,a
472,760,399,314,676,70,13,37,37,37,37,37,37,1,1,1,1,1,1,0,0,0,0,0,a
473,326,716,113,91,43,455,37,37,37,37,37,37,1,1,1,1,1,1,0,0,0,0,0,a
474,209,14,314,130,115,92,37,37,37,37,37,37,1,1,1,1,1,1,0,0,0,0,0,a
501,765,42,361,2,569,458,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,a
502,370,454,64,712,716,5,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,a
503,783,209,313,729,760,365,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,a
504,64,369,12,130,375,714,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,a
505,113,13,25,14,30,115,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,a
506,314,77,115,676,397,399,55,55,55,55,55,55,1,1,1,1,1,1,0,0,0,0,0,a
507,59,751,177,699,364,129,30,30,30,30,30,30,1,1,1,1,1,1,0,0,0,0,0,a
511,344,93,11,759,72,758,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,a
512,702,377,22,77,14,87,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,a
513,13,714,25,314,308,716,35,25,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,a
514,370,12,396,393,759,452,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,a
515,344,130,11,712,395,711,35,25,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,a
516,54,22,91,755,454,363,35,25,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,a
517,753,74,681,410,731,148,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,a
521,567,322,514,62,321,512,11,11,11,11,11,11,1,1,1,1,1,1,0,0,0,0,0,a
522,322,438,567,321,510,514,10,10,10,10,10,10,1,1,1,1,1,1,0,0,0,0,0,a
523,97,143,750,392,569,111,8,8,8,8,8,8,1,1,1,1,1,1,0,0,0,0,0,a
524,42,307,343,53,697,626,8,8,8,8,8,8,1,1,1,1,1,1,0,0,0,0,0,a
525,590,396,308,621,716,341,10,10,10,10,10,10,1,1,1,1,1,1,0,0,0,0,0,a
526,676,729,130,398,393,630,13,13,13,13,13,13,1,1,1,1,1,1,0,0,0,0,0,a
531,42,307,55,761,705,390,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,a
532,392,20,96,151,707,697,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,a
533,56,569,55,764,763,697,25,20,20,20,20,20,1,1,1,1,1,1,0,0,0,0,0,a
534,365,621,714,314,87,760,26,26,26,26,26,26,1,1,1,1,1,1,0,0,0,0,0,a
535,25,698,394,730,755,710,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,a
536,730,130,714,365,314,22,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,a
537,702,398,102,396,16,77,55,55,55,55,55,55,1,1,1,1,1,1,0,0,0,0,0,a
