id,digi1,digi2,digi3,digi4,digi5,digi6
167,-1,-1,-1,-1,-1,-1
168,-1,-1,-1,-1,-1,-1
169,-1,-1,-1,-1,-1,-1
170,-1,-1,-1,-1,-1,-1
171,-1,-1,-1,-1,-1,-1
172,-1,-1,-1,-1,-1,-1
173,-1,-1,-1,-1,-1,-1
174,-1,-1,-1,-1,-1,-1
175,67,104,779,775,40,-1
176,-1,-1,-1,-1,-1,-1
177,434,57,747,737,-1,-1
178,-1,-1,-1,-1,-1,-1
179,-1,-1,-1,-1,-1,-1
180,-1,-1,-1,-1,-1,-1
181,-1,-1,-1,-1,-1,-1
182,777,435,106,118,-1,-1
183,-1,-1,-1,-1,-1,-1
184,-1,-1,-1,-1,-1,-1
185,-1,-1,-1,-1,-1,-1
186,-1,-1,-1,-1,-1,-1
187,-1,-1,-1,-1,-1,-1
188,-1,-1,-1,-1,-1,-1
189,-1,-1,-1,-1,-1,-1
190,58,702,30,-1,-1,-1
191,407,210,412,410,305,6
192,127,771,34,-1,-1,-1
193,766,-1,-1,-1,-1,-1
194,-1,-1,-1,-1,-1,-1
195,-1,-1,-1,-1,-1,-1
196,-1,-1,-1,-1,-1,-1
197,-1,-1,-1,-1,-1,-1
198,-1,-1,-1,-1,-1,-1
199,-1,-1,-1,-1,-1,-1
200,-1,-1,-1,-1,-1,-1
201,-1,-1,-1,-1,-1,-1
202,-1,-1,-1,-1,-1,-1
203,-1,-1,-1,-1,-1,-1
204,-1,-1,-1,-1,-1,-1
205,-1,-1,-1,-1,-1,-1
206,-1,-1,-1,-1,-1,-1
207,-1,-1,-1,-1,-1,-1
208,13,-1,-1,-1,-1,-1
209,26,44,6,406,31,-1
210,57,128,382,422,703,-1
211,450,182,734,-1,-1,-1
212,-1,-1,-1,-1,-1,-1
213,106,435,67,-1,-1,-1
214,328,777,40,118,772,104
215,-1,-1,-1,-1,-1,-1
216,-1,-1,-1,-1,-1,-1
217,-1,-1,-1,-1,-1,-1
218,311,627,721,727,-1,-1
219,-1,-1,-1,-1,-1,-1
220,-1,-1,-1,-1,-1,-1
221,-1,-1,-1,-1,-1,-1
222,-1,-1,-1,-1,-1,-1
223,-1,-1,-1,-1,-1,-1
224,-1,-1,-1,-1,-1,-1
225,-1,-1,-1,-1,-1,-1
226,-1,-1,-1,-1,-1,-1
227,-1,-1,-1,-1,-1,-1
228,-1,-1,-1,-1,-1,-1
229,-1,-1,-1,-1,-1,-1
230,-1,-1,-1,-1,-1,-1
231,-1,-1,-1,-1,-1,-1
232,-1,-1,-1,-1,-1,-1
233,-1,-1,-1,-1,-1,-1
234,-1,-1,-1,-1,-1,-1
235,-1,-1,-1,-1,-1,-1
236,-1,-1,-1,-1,-1,-1
237,-1,-1,-1,-1,-1,-1
238,-1,-1,-1,-1,-1,-1
239,-1,-1,-1,-1,-1,-1
240,-1,-1,-1,-1,-1,-1
241,-1,-1,-1,-1,-1,-1
242,-1,-1,-1,-1,-1,-1
243,-1,-1,-1,-1,-1,-1
244,-1,-1,-1,-1,-1,-1
245,-1,-1,-1,-1,-1,-1
246,-1,-1,-1,-1,-1,-1
247,-1,-1,-1,-1,-1,-1
248,-1,-1,-1,-1,-1,-1
249,-1,-1,-1,-1,-1,-1
250,-1,-1,-1,-1,-1,-1
251,-1,-1,-1,-1,-1,-1
252,-1,-1,-1,-1,-1,-1
253,-1,-1,-1,-1,-1,-1
254,-1,-1,-1,-1,-1,-1
255,-1,-1,-1,-1,-1,-1
256,-1,-1,-1,-1,-1,-1
257,-1,-1,-1,-1,-1,-1
258,-1,-1,-1,-1,-1,-1
259,-1,-1,-1,-1,-1,-1
260,-1,-1,-1,-1,-1,-1
261,-1,-1,-1,-1,-1,-1
262,-1,-1,-1,-1,-1,-1
263,-1,-1,-1,-1,-1,-1
264,-1,-1,-1,-1,-1,-1
265,-1,-1,-1,-1,-1,-1
266,-1,-1,-1,-1,-1,-1
267,-1,-1,-1,-1,-1,-1
268,-1,-1,-1,-1,-1,-1
269,-1,-1,-1,-1,-1,-1
270,-1,-1,-1,-1,-1,-1
271,-1,-1,-1,-1,-1,-1
272,-1,-1,-1,-1,-1,-1
273,-1,-1,-1,-1,-1,-1
274,-1,-1,-1,-1,-1,-1
275,-1,-1,-1,-1,-1,-1
276,-1,-1,-1,-1,-1,-1
277,-1,-1,-1,-1,-1,-1
278,-1,-1,-1,-1,-1,-1
279,-1,-1,-1,-1,-1,-1
280,-1,-1,-1,-1,-1,-1
281,-1,-1,-1,-1,-1,-1
282,-1,-1,-1,-1,-1,-1
283,-1,-1,-1,-1,-1,-1
284,-1,-1,-1,-1,-1,-1
285,-1,-1,-1,-1,-1,-1
286,-1,-1,-1,-1,-1,-1
287,-1,-1,-1,-1,-1,-1
288,-1,-1,-1,-1,-1,-1
289,-1,-1,-1,-1,-1,-1
290,-1,-1,-1,-1,-1,-1
291,-1,-1,-1,-1,-1,-1
292,-1,-1,-1,-1,-1,-1
293,-1,-1,-1,-1,-1,-1
294,-1,-1,-1,-1,-1,-1
295,-1,-1,-1,-1,-1,-1
296,-1,-1,-1,-1,-1,-1
297,-1,-1,-1,-1,-1,-1
298,-1,-1,-1,-1,-1,-1
299,-1,-1,-1,-1,-1,-1
