type,variation,unk3,unk4,unk5,baseHP,baseATK,baseDEF,baseINT,baseSPD,levelHP,levelATK,levelDEF,levelINT,levelSPD,battleAI,poisonResist,panicResist,paraResist,sleepResist,stunResist,dotResist,bugResist,deathResist,ATKResist,DEFResist,INTResist,SPDResist,padding1,padding2,padding3,EXP,EXPx2,YEN,YENx2,itemId1,itemChance1,itemId2,itemChance2,scanRate,unk32,unk33
57,4,8,1,0,150000,28700,16800,20000,22000,0,0,0,0,0,574,50,50,50,50,50,100,0,100,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,220,2
57,5,8,1,0,80000,9500,8000,10000,9100,1100,100,100,100,110,575,50,50,50,50,50,50,50,50,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,220,2
57,6,8,1,0,130000,22000,9000,10000,32000,900,110,100,100,120,576,100,100,100,100,100,100,100,100,0,0,0,0,-1,-1,-1,11000,10000,6000,10000,-1,100,1491,100,100,220,2
58,1,8,1,0,16200,2500,4000,7800,4200,275,120,80,100,130,581,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,4,100,1183,100,100,208,0
61,1,8,1,0,26100,7500,6500,7000,5600,357,90,110,110,100,611,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10024,1160,10016,126,100,1451,100,100,208,10
61,2,8,1,0,1500000,10000,10000,10000,50000,0,0,0,0,0,612,100,0,100,100,100,100,0,100,100,100,100,100,-1,-1,-1,31000,10000,71000,10000,126,100,394,100,100,208,10
61,3,8,1,0,95000,10500,5500,10500,10600,900,120,90,120,100,613,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,208,10
68,1,8,1,0,7500,6000,4500,5000,7500,225,110,100,100,100,681,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,31,100,1095,100,100,210,0
68,2,8,1,0,30000,6000,4500,5000,7500,900,100,100,100,130,682,50,0,0,0,0,50,0,0,0,0,0,50,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,210,0
69,1,8,1,0,36000,5000,11500,6500,8100,390,110,90,130,90,691,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,14000,10036,1320,10032,-1,100,397,100,100,208,0 6
69,2,8,1,0,150000,11100,15500,10000,9800,442,104,85,123,85,692,100,100,0,100,0,100,0,100,0,0,0,0,-1,-1,-1,14000,10036,1320,10032,-1,100,397,100,100,208,0 6
69,3,8,1,0,300000,110000,20500,20000,21000,0,0,0,0,0,693,100,100,100,100,100,100,0,100,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,208,0 6
69,4,8,1,0,120000,12000,11500,6500,11100,2600,180,260,180,160,694,50,50,0,50,0,50,0,100,0,0,0,0,-1,-1,-1,1500,10010,1045,10032,-1,100,397,100,100,208,0 6
70,1,8,1,0,18700,4000,7500,2500,4400,325,110,90,130,90,701,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,33,100,378,100,100,208,0 6
70,2,8,1,0,33000,3000,6000,3000,2500,286,93,76,110,76,702,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,33,100,378,100,100,208,0 6
70,3,8,1,0,75000,6000,11500,5000,5500,1100,150,100,100,110,703,0,0,0,0,0,50,0,100,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,33,100,378,100,100,208,0 6
71,1,8,1,0,26100,11500,6500,3000,8500,330,90,130,90,80,711,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10024,1160,10016,52,100,338,100,100,210,3
71,2,8,1,0,97000,11500,6500,4000,8500,3600,130,90,80,120,712,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,210,3
72,1,8,1,0,15000,8000,6500,3200,4800,300,80,130,120,80,721,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,5,100,1483,100,100,206,2
72,2,8,1,0,150000,15000,15500,12500,15000,50,30,32,30,10,722,100,100,0,100,0,100,0,100,100,0,0,0,-1,-1,-1,1004,10016,1080,10008,5,100,1483,100,100,206,2
72,3,8,1,0,150000,15000,15500,12500,15000,50,30,32,30,10,723,100,100,0,100,0,100,0,100,100,0,0,0,-1,-1,-1,1004,10016,1080,10008,5,100,1483,100,100,206,2
72,4,8,1,0,65000,10000,6500,2200,6800,1200,130,120,80,100,724,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,206,2
72,5,8,1,0,120000,24000,8500,5200,8800,1200,130,120,80,100,725,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,206,2
72,6,8,1,0,250000,39000,15000,6100,10900,1200,130,120,80,100,726,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,206,2
73,1,8,1,0,20600,3000,5500,10500,7000,302,120,80,100,130,731,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10024,1160,10016,21,100,324,100,100,209,0
73,2,8,1,0,75000,3000,5500,10500,7000,1100,80,100,130,90,732,100,0,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,209,0
74,1,8,1,0,24700,9500,4500,5000,10000,330,90,130,90,80,741,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10024,1160,10016,58,100,1412,100,100,212,0
74,2,8,1,0,120000,30000,10000,10000,30000,0,0,0,0,0,742,100,100,0,100,0,100,0,100,50,50,50,50,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,212,0
74,3,8,1,0,90000,9500,4500,5000,10000,1200,130,90,80,120,743,0,0,0,0,50,50,0,50,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,212,0
77,1,8,1,0,8700,4500,5000,5000,8000,225,110,100,100,100,771,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,72,100,1486,100,100,202,14
77,2,8,1,0,35000,8500,4000,9000,9000,900,100,100,100,130,772,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,202,14
77,3,8,1,0,95000,13500,5000,12000,10900,1100,100,100,100,110,773,30,30,30,30,30,100,0,100,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,202,14
78,1,8,1,0,15000,8000,5500,3000,6000,300,80,130,120,80,781,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,51,100,332,100,100,203,2
78,2,8,1,0,132000,6300,4600,2500,7500,552,72,117,108,108,782,0,0,0,0,0,0,0,50,0,0,0,0,-1,-1,-1,1300,10000,4400,10000,-1,100,90,100,100,203,2
79,1,8,1,0,17800,7300,8500,6000,6700,302,110,100,100,100,791,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10024,1160,10016,51,100,1207,100,100,208,0
79,2,8,1,0,90000,12000,16000,10000,11500,302,110,100,100,100,792,100,100,100,100,100,100,0,100,0,0,0,0,-1,-1,-1,1004,10024,1160,10016,51,100,1207,100,100,208,0
79,3,8,1,0,85000,10300,8500,8000,8700,1100,100,100,100,110,793,0,100,0,50,0,50,0,0,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,208,0
79,4,8,1,0,165000,20300,13500,10000,28500,1100,100,100,100,110,794,50,100,0,50,0,50,0,100,0,50,50,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,208,0
81,1,8,1,0,3100,4400,2100,5100,4400,180,130,80,90,130,811,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10010,1040,10004,17,100,1035,100,100,201,2
81,2,8,1,0,50000,5000,8000,8000,8000,128,104,64,72,104,812,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,1004,10010,1040,10004,17,100,1035,100,100,201,2
81,3,8,1,0,115000,8000,8000,12000,9800,1100,100,100,130,130,813,0,100,0,100,0,100,0,100,0,0,0,0,-1,-1,-1,2500,10010,1040,10004,17,100,1035,100,100,201,2
84,1,8,1,0,13700,7500,7000,7500,10500,247,110,100,100,100,841,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10024,1160,10016,76,100,1239,100,100,216,0
84,2,8,1,0,155000,18500,16000,15500,21700,0,0,0,0,0,842,100,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,216,0
84,3,8,1,0,50000,7500,8000,8500,12500,900,100,100,100,130,843,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,216,0
84,4,8,1,0,75000,21900,24000,25500,37500,900,300,300,300,360,844,100,100,100,100,100,100,100,100,50,50,50,50,-1,-1,-1,16000,10000,6000,10000,52,100,397,100,100,216,0
85,1,8,1,0,22000,9000,5500,9000,6100,275,100,120,90,120,851,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10024,1160,10016,75,100,350,100,100,210,0
85,2,8,1,0,115000,7600,8000,10200,7000,280,90,108,81,108,852,100,100,0,100,0,100,0,100,0,0,0,0,-1,-1,-1,1004,10024,1160,10016,75,100,350,100,100,210,0
85,3,8,1,0,100000,11500,8500,11500,11100,2000,240,180,240,200,853,50,50,10,30,0,50,0,100,0,0,0,0,-1,-1,-1,1350,10005,1300,10016,75,100,350,100,100,210,0
86,1,8,1,0,200000,26000,20000,36000,45000,300,200,100,200,90,861,100,100,0,100,50,100,0,100,75,75,75,75,-1,-1,-1,11000,10000,21000,10000,-1,100,1220,100,100,215,5
86,2,8,1,6,200000,26000,20000,36000,30000,300,200,100,200,60,862,100,100,0,100,100,100,0,100,0,0,0,0,-1,-1,-1,7800,10000,19000,10000,-1,100,-1,100,100,215,5
86,3,8,1,0,148000,20200,10500,24000,18100,1100,100,100,100,110,863,30,30,30,30,30,100,0,100,0,0,0,50,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,215,5
87,1,8,1,0,11200,7000,4500,7000,5000,250,100,120,90,120,871,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,23,100,346,100,100,213,3
87,2,8,1,0,150000,16000,13000,15000,20000,220,85,102,76,102,872,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,23,100,346,100,100,213,3
87,3,8,1,0,45000,7000,4500,7000,5000,1000,120,90,120,100,873,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,213,3
87,4,8,1,0,105000,12500,4500,12500,12700,1000,120,90,120,100,874,80,80,80,80,25,100,0,100,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,213,3
88,1,8,1,0,330000,60000,11000,14000,20000,240,280,130,180,160,881,100,100,100,100,100,100,0,100,50,75,75,100,-1,-1,-1,10200,10000,15000,10000,-1,100,1087,100,100,206,4
88,2,8,1,0,330000,105000,11000,28000,38000,240,560,130,240,160,882,100,100,100,100,100,100,0,100,0,0,0,0,-1,-1,-1,38000,10000,41000,10000,-1,100,358,100,100,206,4
88,3,8,1,0,150000,60000,11000,18000,12000,3600,130,120,80,100,886,100,100,100,100,100,100,0,100,50,75,75,100,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,206,4
90,1,8,1,0,10500,7000,3000,1500,4300,270,90,130,90,80,901,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10010,1040,10004,50,100,337,100,100,201,4
91,1,8,1,0,13700,8000,3000,3500,7500,300,90,130,90,80,911,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,56,100,1214,100,100,203,4
91,2,8,1,0,55000,8000,3000,3500,7500,3600,130,90,80,120,912,100,100,0,50,0,50,0,100,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,203,4
92,1,8,1,0,6200,3000,3500,8000,6500,200,130,80,90,130,921,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,72,100,1253,100,100,212,2
92,2,8,1,0,45000,3000,3500,9000,8500,800,80,90,130,120,922,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,212,2
92,3,8,1,0,75000,3000,5500,10000,10500,1600,160,180,260,240,923,0,0,0,30,50,100,0,100,0,0,0,0,-1,-1,-1,1550,10005,1500,10008,72,100,1253,100,100,212,2
93,1,8,1,0,12500,7500,4000,6700,4800,250,100,120,90,120,931,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1004,10016,1080,10008,73,100,340,100,100,210,0
93,2,8,1,0,110000,9450,6800,11000,7600,460,135,216,162,108,932,100,100,50,100,50,100,0,100,0,0,0,0,-1,-1,-1,1004,10016,1800,10000,-1,100,90,100,100,210,0
93,3,8,1,0,50000,7500,4000,6700,4800,3000,120,90,120,100,933,0,100,0,50,0,50,0,100,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,210,0
94,1,8,1,0,142000,20000,13000,11000,26800,408,85,123,85,76,941,100,50,50,100,50,50,0,100,0,0,0,0,-1,-1,-1,1004,10036,11000,10000,-1,100,1190,100,100,210,6
94,2,8,1,0,190000,65000,12000,11000,26000,0,0,0,0,0,942,50,50,50,50,50,50,0,100,50,0,0,50,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,210,6
94,3,8,1,0,205000,55000,11500,12500,26000,0,0,0,0,0,943,50,50,50,50,100,100,0,100,50,0,100,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,210,6
95,1,8,1,0,110600,16000,16000,15000,30000,408,85,123,85,76,951,100,50,50,100,50,50,0,100,0,0,0,0,-1,-1,-1,1004,10036,11000,10000,-1,100,1422,100,100,203,0
95,2,8,1,0,180000,30000,20000,20000,30000,0,0,0,0,0,952,50,50,50,50,50,100,0,100,0,0,0,0,-1,-1,-1,1000,10000,1000,10000,-1,100,-1,100,100,203,0
