ID,boneName,xOffset,yOffset,zOffset,xRotation,yRotation,zRotation,scale
327,"J_atama",0,0.34,0.1,350,0,0,1.2
341,"J_mune",0,0.085,0.03,0,0,0,0.8
342,"J_kao",0,0.02,0.005,0,0,0,0.4
343,"J_atama",0,0.032,0,0,0,0,0.6
344,"J_atama",0.06,0.15,0.03,0,0,330,1
345,"J_kao",0,0.14,0,0,0,0,0.6
346,"J_atama",0,0.09,0.02,0,0,0,0.8
347,"J_head",0,0.28,0.07,350,0,0,0.5
348,"J_kami",0,0.002,0.005,0,0,0,0.6
349,"J_atama",0,0.11,0,0,0,0,1
359,"J_atama",0,0.022,0.003,350,0,0,0.6
361,"J_atama",0,0.5,0.06,0,0,0,0.7
363,"J_atama",0,0.153,0.04,0,0,0,1
364,"J_hed",0,1.01,0.2,0,0,0,1.2
365,"J_head",0,0.26,0.028,350,0,0,0.6
367,"J_atama",0,0.05,0.05,0,0,0,0.6
370,"J_atama",0,0.064,0,355,0,0,0.8
374,"J_center",0,0.043,-0.007,350,0,0,1.2
375,"J_hara",0,0.061,-0.003,5,0,0,1
376,"J_atama",0,0.266,0.04,0,0,0,0.55
377,"J_Boshi",0.017,-0.005,0.01,15,0,350,0.4
379,"J_atama",0,0.305,0.1,10,0,0,1.2
382,"J_head",0,0.22,0.02,10,0,0,0.6
383,"J_head",0,0.79,0.8,30,0,0,0.8
385,"J_atama",0,0.03,0.1,20,0,0,0.8
387,"J_body4",0.02,-0.05,0,0,0,260,0.6
388,"J_mune",0,0.023,0,0,0,0,0.5
389,"J_atama",0.01,0.011,0,20,0,340,0.4
390,"J_head",0,0.34,0,0,0,0,0.4
391,"J_head",0,0.243,-0.05,0,0,0,0.55
392,"J_neck",0.83,-0.03,0,90,10,270,0.7
393,"J_body2",0,0.4,0,0,0,0,1
394,"J_atama",0,0.036,0.02,30,0,0,0.9
395,"J_head",0,0.016,0.01,10,0,0,0.8
396,"J_head",0,0.36,0.2,10,0,0,0.8
397,"J_head",0,0.43,0.1,10,0,0,0.8
398,"J_head",0,0.25,0.05,0,0,0,0.6
399,"J_atama",0.004,0.045,0,355,0,5,0.5
400,"J_head",0,0.33,0.25,10,0,0,1
401,"J_neck",0,0.61,0.3,0,0,0,1
402,"J_atama",0,0.64,0.3,0,0,0,0.8
403,"J_head",0,0.65,0.05,0,0,0,0.5
404,"J_atama",0.09,0.06,0.06,10,350,350,1
405,"J_head",0,0.88,0,0,0,0,0.5
406,"J_atama",0,0.12,0.06,20,0,0,0.5
407,"J_head",0,0.3,0.1,0,0,0,0.8
408,"J_head",0,0.41,0.1,20,0,0,0.7
409,"J_neck",0,0.73,0,0,0,0,0.5
410,"J_center",0,0.014,0,0,0,0,0.5
411,"J_no",0,0.033,-0.01,0,0,0,0.6
412,"J_center",0,0.44,0,357,0,0,0.8
413,"J_center",0,1.2,0.1,0,0,0,0.9
416,"J_head",0,0.45,0.05,0,0,0,0.6
417,"J_head",0,0.66,0,0,0,0,0.5
419,"J_head",0,0.36,0,0,0,0,0.6
420,"J_head",0,0.36,0,350,0,0,0.6
421,"J_head",0,0.205,0.01,350,0,0,0.45
423,"J_head",0,1,0,20,0,0,1.3
424,"J_atama",0,0.022,0.06,20,0,0,0.8
425,"J_head",0,0.44,0.12,20,0,0,0.4
426,"J_head",0,0.61,0,0,0,0,0.5
427,"J_atama",0,0.018,0.005,20,0,0,0.5
428,"J_atama",0,0.025,0.01,0,0,0,0.8
429,"J_center",-0.56,1.02,0.05,0,0,23,0.8
431,"J_head",0,0.47,0.05,0,0,0,0.85
434,"J_head",0,0.37,-0.1,350,0,0,0.7
435,"J_head",0,0.39,0,10,0,0,1
437,"J_center",0,0.007,0,350,0,0,0.8
438,"J_ue_ago",0.01,0.017,0.003,0,0,340,0.8
439,"J_head",0,3.27,0,0,0,0,1.6
440,"J_head",0,0.47,0,340,0,0,0.7
450,"J_atama",0,0.014,0.03,10,0,0,1
451,"J_atama",0,0.065,-0.02,10,0,0,1.2
452,"J_atama",0,0.014,0,0,0,0,0.8
453,"J_atama",0,0.27,0.2,0,0,0,0.6
454,"J_atama",0,0.014,0.01,10,0,0,0.5
455,"J_center",0,0.057,-0.03,0,0,0,0.8
510,"J_hana",0,0.015,0.004,0,0,0,0.8
512,"J_kuki",0,0.018,0,350,0,0,1
514,"J_atama",0,0.027,0,0,0,0,0.7
515,"J_ue_ago",0,0.014,-0.002,0,0,0,0.9
564,"J_atama",0,0.014,0.006,0,0,0,0.7
567,"J_center",0,0.014,0,350,0,0,0.8
569,"J_atama",0,0.025,0,0,0,0,0.6
576,"J_zugaikotsu",0,-0.001,0,0,0,0,0.7
582,"J_mune",0,0.022,0.01,355,0,0,1
595,"J_atama",0,0.03,0.005,350,0,0,0.8
596,"J_buki",0,0,0.005,10,0,0,0.7
600,"J_atama",0,1.1,0.3,10,0,0,0.5
621,"J_atama",0,0.065,0.05,10,0,0,1
626,"J_atama",0,0.057,0,0,0,0,1.2
627,"J_atama",0,0.11,0.05,10,0,0,0.8
629,"J_mune",0,0.015,0,0,0,0,0.6
630,"J_atama",0,0.055,0.015,25,0,0,1
631,"J_center",0,0.025,0.003,0,0,0,0.7
632,"J_atama",0,0.024,0,0,0,0,1
687,"J_atama",0,0.019,0.012,0,0,0,0.55
688,"J_atama",0,0.029,0,350,0,0,0.45
701,"J_neck",0,0.369,-0.1,340,0,0,0.55
702,"J_head",0,0.41,0,0,0,0,0.7
703,"J_head",0,0.16,0.05,0,0,0,0.6
704,"J_head",0,0.45,-0.2,10,0,0,1.5
705,"J_head",0,0.41,0,0,0,0,0.6
706,"J_head",0,0.31,0.02,0,0,0,0.7
707,"J_head",0,0.14,0.15,10,0,0,0.45
708,"J_head",0,0.27,0,0,0,0,0.7
709,"J_shell02",0,0.11,0.68,70,0,0,0.6
710,"J_neck",0,0.51,-0.09,355,0,0,1
711,"J_head",0,0.27,0.35,20,0,0,1
712,"J_haed",0,1.1,0.2,0,0,0,1
713,"J_head",0,0.52,0.1,340,0,0,0.6
714,"J_head",0,0.38,0,10,0,0,1
715,"J_head",0,0.43,0.1,350,0,0,0.7
716,"J_head",0,0.37,-0.03,10,0,0,0.8
718,"J_neck",0,0.48,0.13,10,0,0,0.6
719,"J_head",0,0.2,0.06,0,0,0,0.65
720,"J_head",0,0.265,0,0,0,0,0.55
721,"J_head",0,0.16,0.15,10,0,0,0.9
722,"J_head",0,0.18,0.01,10,0,0,0.6
723,"J_neck",0.38,0.63,0,0,0,340,1
726,"J_head",0,0.24,-0.04,350,0,0,0.44
727,"J_head",0,0.08,0.07,0,0,0,0.43
728,"J_center",0,0.76,0,0,0,0,0.75
729,"J_head",0,1.1,0.2,350,0,0,0.8
730,"J_head",0,0.4,0,0,0,0,0.5
731,"J_head",0,0.24,0.03,0,0,0,0.5
732,"J_head",0,0.57,0.18,20,0,0,1.08
733,"J_head",0,0.18,0.01,0,0,0,0.6
734,"J_head",0,0.17,0,0,0,0,0.56
735,"J_neck",0,0.5,0.08,350,0,0,0.75
737,"J_head",0,0.2,0,350,0,0,0.45
738,"J_head",0,0.19,-0.02,10,0,0,0.63
739,"J_head02",0,0.17,0.03,20,0,0,0.54
740,"J_head",0,0.21,0,350,0,0,0.5
741,"J_head",0,0.27,0,0,0,0,0.55
742,"J_head",0,0.26,0.01,350,0,0,0.6
743,"J_head",0,0.58,-0.11,10,0,0,0.7
744,"J_head",0,0.28,0.05,10,0,0,0.7
745,"J_head",0,0.25,0,350,0,0,0.65
747,"J_head",0,0.25,0,0,0,0,0.7
748,"J_head",0,0.36,0.06,0,0,0,0.57
749,"J_head",0,0.13,0.01,0,0,0,0.45
750,"J_neck",0,0.369,-0.1,340,0,0,0.55
751,"J_head",0,0.18,0.01,10,0,0,0.6
752,"J_hed1",0,0.47,0,20,0,0,1
753,"J_center",0,0.057,-0.01,0,0,0,0.8
754,"J_head",0,0.44,0.12,20,0,0,0.4
755,"J_Boshi",0.017,-0.005,0.01,15,0,350,0.4
756,"J_atama",0,0.03,0.005,350,0,0,0.8
757,"J_head",0,0.2,0.01,10,0,0,0.45
761,"J_head",0,0.55,-0.06,350,0,0,0.55
762,"J_head",0,0.55,-0.06,350,0,0,0.55
763,"J_head",0,0.7,-0.01,350,0,0,0.55
764,"J_head",0,0.55,-0.06,350,0,0,0.55
765,"J_head",0,0.75,-0.12,350,0,0,0.55
771,"J_head",0,0.19,0,350,0,0,0.6
772,"J_head",0,0.36,-0.05,350,0,0,0.45
773,"J_head",0,0.19,0.01,350,0,0,0.45
774,"J_neck",0,0.44,0.1,350,0,0,0.55
775,"J_head",0,0.24,0.02,20,0,0,0.43
776,"J_head",0,0.45,-0.02,350,0,0,0.54
777,"J_hair",0,0.26,-0.26,350,0,0,0.6
778,"J_head",0,0.21,0.02,350,0,0,0.47
779,"J_joint12",0,0.47,0,0,0,0,0.4
2,"J_head",0,0.51,-0.02,0,0,0,0.45
3,"J_head",0,0.24,0.08,350,0,0,0.6
4,"J_head",0,0.31,0.04,350,0,0,0.57
5,"J_head",0,0.27,0.37,6,0,0,0.9
6,"J_head",0,0.21,0.06,0,0,0,0.7
11,"J_head",0,0.33,0.16,0,0,0,0.8
16,"J_head",0,0.19,0.15,20,0,0,0.55
19,"J_head",0,0.1,0.03,0,0,0,0.5
22,"J_head",0,0.22,0,0,0,0,0.55
23,"J_head",0,0.23,0.06,0,0,0,0.9
25,"J_head",0,0.14,0.11,13,0,0,0.6
26,"J_head",0,0.2,0.09,20,0,0,0.55
30,"J_head",0,0.24,0.08,355,0,0,0.7
31,"J_head",0,0.23,0.01,30,0,0,0.5
32,"J_head",0,0.29,-0.07,0,0,0,0.6
33,"J_head",0,0.4,0.2,16,0,0,0.9
41,"J_head",0,1.04,0,0,0,0,0.8
42,"J_head",0,0.28,0.19,0,0,0,0.48
44,"J_body",0,0.13,-0.01,355,0,0,0.53
47,"J_head",0,0.18,0.02,340,0,0,0.65
48,"J_head",0,0.5,0.09,0,0,0,0.8
59,"J_head",0,0.235,0.13,10,0,0,0.62
60,"J_head",0,0.24,-0.01,350,0,0,0.6
62,"J_center",0,0.22,0.02,0,0,0,0.8
63,"J_head",0,0.145,0.02,350,0,0,0.5
64,"J_head",0,0.15,0,350,0,0,0.43
65,"J_head",0,0.21,0,20,0,0,0.6
66,"J_head",0,0.16,-0.04,20,0,0,0.5
67,"J_head",0,0.16,-0.03,350,0,0,0.46
75,"J_head",0,0.17,0.01,8,0,0,0.5
80,"J_head",0,0.25,-0.08,0,0,0,1
82,"J_head",0,0.47,0,339,0,0,0.9
83,"J_snakemouth",0,0.18,-0.2,0,180,0,0.8
104,"J_head",0,0.21,0,0,0,0,0.4
105,"J_head",0.31,-0.07,0,90,0,270,0.53
106,"J_head",0,0.075,0.07,21,0,0,1
115,"J_head",0,0.39,0.08,10,0,0,0.77
116,"J_head",0,0.25,-0.01,20,0,0,0.7
117,"J_head",0,0.11,0.04,355,0,0,0.75
118,"J_head",0,0.36,-0.05,350,0,0,0.45
127,"J_head",0,0.51,-0.05,349,0,0,0.6
128,"J_horn",0,0.27,0.21,0,0,0,0.8
129,"J_head_center",0,0.51,-0.11,0,0,0,1.35
130,"J_head",0,0.21,0.1,0,0,0,0.7
208,"J_head",0,0.18,0,350,0,0,0.61
209,"J_head",0.13,0,-0.22,358,110,272,0.7
210,"J_head",0,0.17,0,10,0,0,0.55
211,"atama",0,0.52,0,0,0,0,1
213,"J_head",0,0.19,0.03,0,0,0,0.6
214,"J_head",0,0.14,0.17,350,0,0,0.95
369,"J_atama",0,0.21,0.18,10,0,0,1
422,"J_head",0,0.27,0.19,0,0,0,1
457,"J_atama",0,0.09,0,0,0,0,0.75
458,"J_head",0,0.22,-0.043,340,0,0,0.7
548,"J_head",0.06,0.18,0.115,10,10,350,0.62
584,"J_head",0,0.42,0.02,349,0,0,0.83
590,"J_atama",0,0.17,0.1,355,0,0,1
607,"J_atama",0,0.05,-0.007,0,0,0,1.4
676,"J_head",0.12,-0.04,0,270,24,269,0.63
677,"J_head",0,0.18,-0.02,0,0,0,0.65
678,"J_wing_l",0.35,0.02,0,0,0,0,0.5
679,"J_head",0,0.14,-0.06,343,0,0,0.7
680,"J_head",0,0.21,0,355,0,0,0.44
681,"J_head",0,0.16,0.09,10,0,0,0.75
682,"J_head",0,0.33,-0.02,0,0,0,0.7
683,"J_head",0,0.02,-0.003,0,0,0,0.55
697,"J_head",0,0.3,0,340,0,0,0.8
698,"J_head",0,0.32,0.02,20,0,0,1
699,"J_head",0,0.11,-0.1,0,0,0,0.7
700,"J_head",0,0.19,-0.03,0,0,0,0.6
766,"J_head",0,0.45,0.05,0,0,0,0.6
781,"head",0,0.19,0,0,0,0,0.4
782,"head",0,0.19,0,0,0,0,0.4
783,"head",0,0.19,0,0,0,0,0.4
784,"head",0,0.16,0,0,0,0,0.4
901,"J_head",0,0.43,0.05,0,0,0,0.5
902,"J_head",0,0.14,0.01,0,0,0,0.45
903,"J_head02",0,0.17,0.02,20,0,0,0.3
904,"J_head",0,0.12,0.02,0,0,0,0.3
905,"J_head",0,0.17,0.08,10,0,0,0.3
218,"J_head",0.13,0,-0.22,358,110,272,0.7
758,"J_atama",0,0.03,0.005,350,0,0,0.8
759,"J_atama",0,0.064,0,355,0,0,0.8
760,"J_mune",0,0.085,0.03,0,0,0,0.8
675,"J_head",0,0.113,0.03,350,0,0,0.41
20,"J_head",0,0.15,0.02,0,0,0,0.4
102,"J_head",0,0.36,-0.1,330,0,0,0.7
190,"J_head",0,0.23,0.05,358,0,0,0.6
191,"J_head",0,0.26,0.05,2,0,0,0.7
192,"J_head",0,0.23,0.01,340,0,0,0.7
193,"J_head",0,0.28,0.24,20,0,0,0.8
328,"J_root_core",-0.7,0.88,0.18,0,0,20,0.7
