type,variation,unk3,unk4,unk5,baseHP,baseATK,baseDEF,baseINT,baseSPD,levelHP,levelATK,levelDEF,levelINT,levelSPD,battleAI,poisonResist,panicResist,paraResist,sleepResist,stunResist,dotResist,bugResist,deathResist,ATKResist,DEFResist,INTResist,SPDResist,padding1,padding2,padding3,EXP,EXPx2,YEN,YENx2,itemId1,itemChance1,itemId2,itemChance2,scanRate,unk32,unk33
27,4,8,1,0,157500,22500,18750,12000,15150,1800,195,180,120,150,274,100,100,50,50,50,50,50,100,100,100,0,100,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,203,0
27,5,8,1,0,180000,21000,15750,15000,13650,1800,195,180,120,150,275,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,4,36,480,48,-1,0,1049,100,0,203,0
34,1,8,1,0,1700000,12000,6000,112500,150000,1350,375,75,425,625,341,100,100,100,100,100,100,0,100,75,75,50,100,-1,-1,-1,25200,0,54000,0,-1,0,1472,100,0,208,14
35,1,8,1,0,2660000,525000,3250,2750,135000,1600,2975,63,45,450,351,100,100,100,100,100,100,0,100,100,75,100,25,-1,-1,-1,25200,0,48000,0,-1,0,1382,100,0,208,2
35,2,8,1,0,420000,74250,11250,9000,16500,1800,195,135,120,180,352,100,100,100,100,100,100,0,100,100,75,100,25,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,2
35,3,8,1,0,220000,48000,12500,11000,14000,1100,100,100,100,110,353,100,100,100,100,100,100,0,100,100,25,25,25,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,2
36,1,8,1,0,918000,12600,15200,62400,17100,561,171,76,190,185,361,100,100,100,100,100,100,0,100,0,0,100,0,-1,-1,-1,6500,0,27000,0,-1,0,91,100,0,208,0
36,2,8,1,0,1530000,8400,7600,187200,45600,935,114,38,570,492,362,100,100,100,100,100,100,0,100,0,50,100,75,-1,-1,-1,25200,0,55500,0,-1,0,1317,100,0,208,0
37,1,8,1,0,1200000,180000,30000,4500,62500,800,1700,300,50,500,371,100,100,100,100,100,100,0,100,25,100,100,75,-1,-1,-1,25200,0,45000,0,-1,0,1470,100,0,219,13 20
37,2,8,1,0,260000,55500,10500,20500,11800,1100,100,100,100,110,373,100,100,100,50,50,100,0,100,20,100,20,100,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,219,13 20
38,1,8,1,0,2750000,46000,6750,69000,79200,1700,380,115,510,690,381,100,100,100,100,100,100,0,100,100,100,100,0,-1,-1,-1,25200,0,45000,0,-1,0,1254,100,0,210,0
39,1,8,1,0,1320000,66000,3300,66000,44000,1200,600,30,675,440,391,100,100,100,100,100,100,0,100,0,100,0,100,-1,-1,-1,27400,0,21000,0,-1,0,1476,100,0,208,6
40,1,8,1,0,2592000,700000,5500,3500,80000,1440,2800,65,60,400,401,100,100,100,100,100,100,0,100,0,100,100,100,-1,-1,-1,28000,0,40500,0,-1,0,1386,100,0,216,9
43,1,8,1,0,11250,6750,6000,10500,9000,300,195,120,135,195,431,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,122,20,1357,6,15,212,2
43,2,8,1,0,120000,12000,13500,13500,30000,264,165,102,114,165,432,0,0,0,0,0,100,0,100,0,0,0,0,-1,-1,-1,4,16,120,12,122,20,1357,6,15,212,2
43,3,8,1,0,98000,4500,4000,17000,13800,800,80,90,130,120,433,100,30,80,80,80,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,212,2
43,4,8,1,0,120000,6750,10500,10500,16500,2400,240,270,390,360,434,0,10,20,30,30,100,0,100,0,0,0,0,-1,-1,-1,600,5,825,12,122,20,1357,6,15,212,2
49,1,8,1,0,856800,68400,24600,7600,24400,816,228,123,114,152,491,100,100,100,100,100,100,0,100,50,50,50,50,-1,-1,-1,6000,0,12000,0,-1,0,90,100,5,206,2
49,2,8,1,0,481950,51300,36900,11400,27450,459,171,91,171,171,492,50,50,0,50,50,100,0,100,0,0,0,0,-1,-1,-1,4,36,27000,0,-1,0,1328,100,5,206,2
49,3,8,1,0,360000,55000,23000,12000,14700,0,0,0,0,0,494,50,50,50,100,50,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,206,2
49,4,8,1,0,157500,19500,19500,6150,13350,1800,195,180,120,150,495,0,100,50,50,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,206,2
50,1,9,1,0,15150,10200,6750,2250,5550,405,120,195,180,120,501,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,60,6,2,40,1005,20,20,201,3
50,2,9,1,0,170000,100000,30000,10000,25000,0,0,0,0,0,502,100,50,100,50,100,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,201,3
50,3,9,1,0,67500,10200,6750,2250,5550,5400,195,180,120,150,503,0,100,0,100,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,201,3
50,4,9,1,0,97500,13500,9000,3000,8250,5400,195,180,120,150,504,0,100,0,100,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,201,3
50,5,9,1,0,157500,20250,15750,7500,13650,5400,195,180,120,150,505,0,100,0,100,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,201,3
50,6,9,1,0,45450,30600,20250,6750,16650,1215,585,540,360,450,506,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,5000,0,15000,0,341,20,25,20,20,201,3
53,1,8,1,0,6750,2100,4500,8100,7050,270,195,120,135,195,531,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,60,6,8,20,1129,20,20,208,6
53,2,8,1,0,30000,2100,4500,8100,7050,1200,120,135,195,180,532,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,6
54,1,8,1,0,28050,12000,6000,3750,9000,450,135,195,135,120,541,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,32,60,360,10,15,210,0
54,2,8,1,0,142500,15000,6000,3750,9000,1800,195,135,165,180,542,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,210,0
55,1,8,1,0,15150,8250,4500,4050,6450,405,135,195,135,120,551,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,60,6,18,60,1099,20,20,212,0 6
56,1,8,1,0,15750,5100,5100,4500,5250,438,135,165,165,150,561,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,60,6,14,60,301,20,20,215,2
57,1,8,1,0,36000,14250,12000,15000,13650,495,165,150,150,150,571,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,36,480,48,13,10,352,10,5,220,2
57,2,8,1,0,380000,150000,4500,25000,131000,0,0,0,0,0,572,100,100,100,100,100,100,100,100,0,0,0,0,-1,-1,-1,13500,0,28500,0,-1,0,1491,100,5,220,2
57,3,8,1,0,120000,16500,13500,15000,18000,561,156,142,142,142,573,100,100,0,100,0,0,0,100,0,0,0,0,-1,-1,-1,4,36,480,48,13,10,352,10,5,220,2
57,4,8,1,0,150000,28700,16800,20000,22000,0,0,0,0,0,574,50,50,50,50,50,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,220,2
57,5,8,1,0,120000,14250,12000,15000,13650,1650,150,150,150,165,575,50,50,50,50,50,50,50,50,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,220,2
57,6,8,1,0,195000,33000,13500,15000,48000,1350,165,150,150,180,576,100,100,100,100,100,100,100,100,0,0,0,0,-1,-1,-1,10000,0,7500,0,-1,0,1491,100,0,220,2
58,1,8,1,0,24300,3750,6000,11700,6300,412,180,120,150,195,581,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,4,40,1183,10,15,208,0
61,1,8,1,0,39150,11250,9750,10500,8400,535,135,165,165,150,611,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,240,24,126,20,1451,6,10,208,10
61,2,8,1,0,3000000,30000,5000,10000,125000,0,0,0,0,0,612,100,0,100,100,100,100,0,100,100,100,100,100,-1,-1,-1,30000,0,105000,0,126,20,394,100,10,208,10
61,3,8,1,0,142500,15750,8250,15750,15900,1350,180,135,180,150,613,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,10
68,1,8,1,0,11250,9000,6750,7500,11250,337,165,150,150,150,681,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,31,60,1095,10,15,210,0
68,2,8,1,0,45000,9000,6750,7500,11250,1350,150,150,150,195,682,50,0,0,0,0,50,0,0,0,0,0,50,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,210,0
69,1,8,1,0,54000,7500,17250,9750,12150,585,165,135,195,135,691,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,13000,36,480,48,-1,0,397,100,5,208,0 6
69,2,8,1,0,225000,16650,23250,15000,14700,663,156,127,184,127,692,100,100,0,100,0,100,0,100,0,0,0,0,-1,-1,-1,13000,36,480,48,-1,0,397,100,5,208,0 6
69,3,8,1,0,300000,110000,20500,20000,21000,0,0,0,0,0,693,100,100,100,100,100,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,0 6
69,4,8,1,0,180000,18000,17250,9750,16650,3900,270,390,270,240,694,50,50,0,50,0,50,0,100,0,0,0,0,-1,-1,-1,500,10,67,48,-1,0,397,100,5,208,0 6
70,1,8,1,0,28050,6000,11250,3750,6600,487,165,135,195,135,701,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,33,60,378,20,15,208,0 6
70,2,8,1,0,49500,4500,9000,4500,3750,429,139,114,165,114,702,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,4,16,120,12,33,60,378,20,15,208,0 6
70,3,8,1,0,112500,9000,17250,7500,8250,1650,225,150,150,165,703,0,0,0,0,0,50,0,100,0,0,0,0,-1,-1,-1,4,16,120,12,33,60,378,20,15,208,0 6
71,1,8,1,0,39150,17250,9750,4500,12750,495,135,195,135,120,711,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,240,24,52,10,338,10,10,210,3
71,2,8,1,0,145500,17250,9750,6000,12750,5400,195,135,120,180,712,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,210,3
72,1,8,1,0,22500,12000,9750,4800,7200,450,120,195,180,120,721,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,5,20,1483,10,15,206,2
72,2,8,1,0,225000,22500,23250,18750,22500,75,45,48,45,15,722,100,100,0,100,0,100,0,100,100,0,0,0,-1,-1,-1,4,16,120,12,5,20,1483,10,15,206,2
72,3,8,1,0,225000,22500,23250,18750,22500,75,45,48,45,15,723,100,100,0,100,0,100,0,100,100,0,0,0,-1,-1,-1,4,16,120,12,5,20,1483,10,15,206,2
72,4,8,1,0,97500,15000,9750,3300,10200,1800,195,180,120,150,724,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,206,2
72,5,8,1,0,180000,36000,12750,7800,13200,1800,195,180,120,150,725,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,206,2
72,6,8,1,0,375000,58500,22500,9150,16350,1800,195,180,120,150,726,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,206,2
73,1,8,1,0,30900,4500,8250,15750,10500,453,180,120,150,195,731,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,240,24,21,20,324,10,10,209,0
73,2,8,1,0,112500,4500,8250,15750,10500,1650,120,150,195,135,732,100,0,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,209,0
74,1,8,1,0,37050,14250,6750,7500,15000,495,135,195,135,120,741,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,240,24,58,40,1412,6,10,212,0
74,2,8,1,0,120000,30000,10000,10000,30000,0,0,0,0,0,742,100,100,0,100,0,100,0,100,50,50,50,50,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,212,0
74,3,8,1,0,135000,14250,6750,7500,15000,1800,195,135,120,180,743,0,0,0,0,50,50,0,50,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,212,0
77,1,8,1,0,13050,6750,7500,7500,12000,337,165,150,150,150,771,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,72,40,1486,10,15,202,14
77,2,8,1,0,52500,12750,6000,13500,13500,1350,150,150,150,195,772,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,202,14
77,3,8,1,0,95000,13500,5000,12000,10900,1100,100,100,100,110,773,30,30,30,30,30,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,202,14
78,1,8,1,0,22500,12000,8250,4500,9000,450,120,195,180,120,781,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,51,20,332,10,15,203,2
78,2,8,1,0,198000,9450,6900,3750,11250,828,108,175,162,162,782,0,0,0,0,0,0,0,50,0,0,0,0,-1,-1,-1,300,0,5100,0,-1,0,90,100,15,203,2
79,1,8,1,0,26700,10950,12750,9000,10050,453,165,150,150,150,791,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,240,24,51,20,1207,6,10,208,0
79,2,8,1,0,135000,18000,24000,15000,17250,453,165,150,150,150,792,100,100,100,100,100,100,0,100,0,0,0,0,-1,-1,-1,4,24,240,24,51,20,1207,6,10,208,0
79,3,8,1,0,127500,15450,12750,12000,13050,1650,150,150,150,165,793,0,100,0,50,0,50,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,0
79,4,8,1,0,247500,30450,20250,15000,42750,1650,150,150,150,165,794,50,100,0,50,0,50,0,100,0,50,50,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,0
81,1,8,1,0,4650,6600,3150,7650,6600,270,195,120,135,195,811,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,60,6,17,60,1035,20,20,201,2
81,2,8,1,0,75000,7500,12000,12000,12000,192,156,96,108,156,812,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,4,10,60,6,17,60,1035,20,20,201,2
81,3,8,1,0,172500,12000,12000,18000,14700,1650,150,150,195,195,813,0,100,0,100,0,100,0,100,0,0,0,0,-1,-1,-1,1500,10,60,6,17,60,1035,20,20,201,2
84,1,8,1,0,20550,11250,10500,11250,15750,370,165,150,150,150,841,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,240,24,76,20,1239,6,10,216,0
84,2,8,1,0,155000,18500,16000,15500,21700,0,0,0,0,0,842,100,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,216,0
84,3,8,1,0,75000,11250,12000,12750,18750,1350,150,150,150,195,843,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,216,0
84,4,8,1,0,112500,32850,36000,38250,56250,1350,450,450,450,540,844,100,100,100,100,100,100,100,100,50,50,50,50,-1,-1,-1,15000,0,7500,0,52,30,397,6,10,216,0
85,1,8,1,0,33000,13500,8250,13500,9150,412,150,180,135,180,851,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,240,24,75,20,350,10,10,210,0
85,2,8,1,0,172500,11400,12000,15300,10500,420,135,162,121,162,852,100,100,0,100,0,100,0,100,0,0,0,0,-1,-1,-1,4,24,240,24,75,20,350,10,10,210,0
85,3,8,1,0,150000,17250,12750,17250,16650,3000,360,270,360,300,853,50,50,10,30,0,50,0,100,0,0,0,0,-1,-1,-1,350,5,450,24,75,20,350,10,10,210,0
86,1,8,1,0,400000,52000,10000,72000,90000,600,400,50,400,180,861,100,100,0,100,50,100,0,100,75,75,75,75,-1,-1,-1,10000,0,30000,0,-1,0,1220,100,0,215,5
86,2,8,1,6,300000,39000,20000,54000,60000,450,300,100,300,120,862,100,100,0,100,100,100,0,100,0,0,0,0,-1,-1,-1,6800,0,27000,0,-1,0,-1,100,0,215,5
86,3,8,1,0,148000,20200,10500,24000,18100,1100,100,100,100,110,863,30,30,30,30,30,100,0,100,0,0,0,50,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,215,5
87,1,8,1,0,16800,10500,6750,10500,7500,375,150,180,135,180,871,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,23,20,346,10,15,213,3
87,2,8,1,0,225000,24000,19500,22500,30000,330,127,153,114,153,872,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,23,20,346,10,15,213,3
87,3,8,1,0,67500,10500,6750,10500,7500,1500,180,135,180,150,873,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,213,3
87,4,8,1,0,105000,12500,4500,12500,12700,1000,120,90,120,100,874,80,80,80,80,25,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,213,3
88,1,8,1,0,825000,120000,5500,28000,40000,600,560,65,360,320,881,100,100,100,100,100,100,0,100,50,75,75,100,-1,-1,-1,9200,0,21000,0,-1,0,1087,100,0,206,4
88,2,8,1,0,825000,262500,5500,84000,95000,600,1400,65,720,400,882,100,100,100,100,100,100,0,100,0,0,0,0,-1,-1,-1,37000,0,60000,0,-1,0,358,100,0,206,4
88,3,8,1,0,225000,90000,16500,27000,18000,5400,195,180,120,150,886,100,100,100,100,100,100,0,100,50,75,75,100,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,206,4
90,1,8,1,0,15750,10500,4500,2250,6450,405,135,195,135,120,901,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,60,6,50,20,337,20,20,201,4
91,1,8,1,0,20550,12000,4500,5250,11250,450,135,195,135,120,911,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,56,10,1214,10,15,203,4
91,2,8,1,0,82500,12000,4500,5250,11250,5400,195,135,120,180,912,100,100,0,50,0,50,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,203,4
92,1,8,1,0,9300,4500,5250,12000,9750,300,195,120,135,195,921,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,72,40,1253,10,15,212,2
92,2,8,1,0,67500,4500,5250,13500,12750,1200,120,135,195,180,922,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,15,212,2
92,3,8,1,0,112500,4500,8250,15000,15750,2400,240,270,390,360,923,0,0,0,30,50,100,0,100,0,0,0,0,-1,-1,-1,550,5,750,12,72,40,1253,10,15,212,2
93,1,8,1,0,18750,11250,6000,10050,7200,375,150,180,135,180,931,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,120,12,73,40,340,10,15,210,0
93,2,8,1,0,165000,14175,10200,16500,11400,690,202,324,243,162,932,100,100,50,100,50,100,0,100,0,0,0,0,-1,-1,-1,4,16,1200,0,-1,0,90,100,15,210,0
93,3,8,1,0,75000,11250,6000,10050,7200,4500,180,135,180,150,933,0,100,0,50,0,50,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,210,0
94,1,8,1,0,213000,40000,19500,11000,40200,612,170,185,85,114,941,100,50,50,100,50,50,0,100,0,0,0,0,-1,-1,-1,4,36,15000,0,-1,0,1190,100,5,210,6
94,2,8,1,0,190000,65000,12000,11000,26000,0,0,0,0,0,942,50,50,50,50,50,50,0,100,50,0,0,50,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,210,6
94,3,8,1,0,205000,55000,11500,12500,26000,0,0,0,0,0,943,50,50,50,50,100,100,0,100,50,0,100,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,210,6
95,1,8,1,0,165900,24000,16000,22500,60000,612,128,123,128,152,951,100,50,50,100,50,50,0,100,0,0,0,0,-1,-1,-1,4,36,15000,0,-1,0,1422,100,5,203,0
95,2,8,1,0,180000,30000,20000,20000,30000,0,0,0,0,0,952,50,50,50,50,50,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,203,0
95,3,8,1,0,180000,45000,15000,15000,45000,0,0,0,0,0,953,100,100,0,100,0,100,0,100,50,50,50,50,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,203,0
96,1,8,1,0,11700,4500,3750,6450,5550,370,165,150,150,150,961,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,60,6,28,60,1309,20,20,208,0 3 6
96,2,8,1,0,45000,15000,12000,22500,14250,264,132,120,120,120,962,100,0,0,100,0,0,0,100,0,0,0,0,-1,-1,-1,4,10,60,6,28,60,1309,20,20,208,0 3 6
96,3,8,1,0,52500,4500,3750,6450,5550,4950,150,150,150,165,963,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,209,0 3 7
96,4,8,1,0,85000,3000,2500,14300,11300,1100,100,100,100,110,964,100,100,0,100,0,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,209,0 3 7
