id,digi1,digi2,digi3,digi4,digi5,digi6
379,771,431,83,0,0,0
720,453,700,740,734,902,675
79,737,903,0,0,0,0
404,182,419,57,346,741,427
6,95,0,0,0,0,0
345,306,0,0,0,0,0
116,742,0,0,0,0,0
405,450,0,0,0,0,0
129,312,737,747,0,0,0
84,214,0,0,0,0,0
23,771,0,0,0,0,0
374,426,754,150,0,0,0
406,150,677,175,83,0,0
699,434,32,182,0,0,0
376,754,75,34,37,193,86
33,754,32,429,745,739,0
407,774,0,0,0,0,0
718,905,0,0,0,0,0
576,453,0,0,0,0,0
408,738,771,734,417,0,0
409,75,784,19,424,735,0
41,738,784,32,434,439,382
596,782,901,903,0,0,0
410,700,37,312,742,0,0
82,600,0,0,0,0,0
584,905,150,423,182,0,0
753,431,749,127,385,193,426
177,182,417,439,0,0,0
411,423,600,310,440,744,38
21,742,306,700,434,310,83
101,738,214,182,0,0,0
59,213,312,422,632,440,37
31,423,213,69,385,737,0
74,383,782,48,175,422,732
412,733,745,773,57,86,0
132,66,38,423,86,83,0
134,429,431,75,632,902,0
302,37,771,47,678,742,0
327,741,0,0,0,0,0
364,745,57,683,34,0,0
413,747,425,213,782,678,182
61,150,901,69,734,754,738
721,782,740,86,32,632,19
71,306,774,678,0,0,0
73,310,315,431,434,182,773
722,310,771,0,0,0,0
359,19,741,86,901,0,0
39,310,315,416,0,0,0
107,117,439,47,422,771,0
140,451,49,0,0,0,0
715,312,688,0,0,0,0
726,748,677,450,69,428,0
192,450,19,901,0,0,0
751,732,903,733,743,735,744
66,435,0,0,0,0,0
416,88,0,0,0,0,0
417,775,67,88,0,0,0
451,778,118,67,779,0,0
732,766,778,757,88,0,0
419,118,778,40,0,0,0
346,777,328,776,105,0,0
773,776,757,40,435,118,0
117,88,328,766,0,0,0
600,776,904,215,772,0,0
27,88,105,777,776,118,0
421,215,766,778,118,435,88
744,775,420,88,215,776,0
677,105,40,215,67,775,0
150,777,105,0,0,0,0
422,776,0,0,0,0,0
688,776,215,67,775,772,777
127,328,105,777,215,904,0
754,775,420,779,328,0,0
423,118,435,67,0,0,0
32,106,766,776,0,0,0
704,118,88,776,0,0,0
83,105,772,0,0,0,0
734,904,778,779,40,105,104
774,420,904,40,778,215,0
735,777,435,0,0,0,0
48,779,106,435,0,0,0
424,67,118,106,778,0,0
425,118,435,328,904,0,0
749,775,67,0,0,0,0
94,88,904,0,0,0,0
737,779,215,118,904,40,776
86,420,435,40,0,0,0
213,104,328,420,775,772,106
315,435,106,0,0,0,0
741,40,328,775,420,757,0
771,904,118,776,775,0,0
745,435,105,904,778,766,0
440,757,0,0,0,0,0
128,779,118,104,757,67,105
733,435,0,0,0,0,0
632,104,105,766,779,776,0
38,105,779,778,104,40,757
126,766,40,775,904,0,0
738,778,106,88,757,40,118
700,328,904,435,0,0,0
739,88,0,0,0,0,0
743,420,435,118,0,0,0
19,215,106,776,0,0,0
75,67,215,777,775,0,0
426,435,40,0,0,0,0
60,904,420,0,0,0,0
36,105,904,435,766,215,777
49,420,215,0,0,0,0
427,904,757,435,67,778,779
428,777,766,904,776,0,0
69,215,0,0,0,0,0
175,772,40,435,420,0,0
429,779,40,777,435,104,776
214,775,766,0,0,0,0
450,776,777,766,0,0,0
306,67,88,777,40,775,766
35,772,104,766,88,0,0
439,67,0,0,0,0,0
310,118,757,779,777,0,0
453,779,777,0,0,0,0
431,778,0,0,0,0,0
678,779,67,776,0,0,0
675,776,67,435,105,106,0
748,40,777,104,215,0,0
24,778,779,777,106,0,0
747,67,772,779,215,904,105
95,766,40,0,0,0,0
385,215,776,766,118,0,0
47,40,777,0,0,0,0
312,40,775,435,88,0,0
135,328,67,772,106,0,0
182,215,778,779,0,0,0
434,88,757,105,766,0,0
80,420,757,904,106,104,0
383,778,776,118,757,420,0
37,435,420,777,106,0,0
34,779,420,777,435,106,0
740,776,88,106,757,766,67
703,778,904,772,118,328,215
57,106,779,777,215,420,0
742,435,777,776,772,778,0
901,104,757,328,0,0,0
902,776,0,0,0,0,0
903,104,215,766,106,67,0
905,105,779,766,776,328,0
193,779,435,328,904,104,0
382,88,772,776,0,0,0
683,435,67,106,772,779,0
782,757,420,0,0,0,0
784,777,435,40,776,757,0
