id,digi1,digi2,digi3,digi4,digi5,digi6
367,375,182,753,688,564,391
399,716,82,515,150,569,97
729,389,379,314,714,676,701
218,79,749,424,166,590,363
209,38,406,320,409,58,595
113,85,43,377,719,132,775
5,65,439,345,215,760,22
452,567,705,737,151,723,348
30,752,772,748,514,117,12
58,756,102,708,710,421,567
347,13,192,15,343,70,359
130,72,117,16,675,11,743
54,757,309,64,708,325,128
313,699,114,760,105,755,82
14,214,63,735,515,737,766
91,328,135,20,629,96,14
16,320,3,457,132,567,107
698,114,12,420,676,343,71
755,15,677,680,23,101,398
621,86,48,422,311,621,315
759,626,77,5,440,74,709
363,104,211,2,37,369,510
92,22,714,37,41,757,772
93,727,567,11,77,9,5
102,751,395,416,47,681,596
349,707,54,413,412,782,737
396,56,57,564,431,374,756
375,317,600,435,72,779,321
70,457,53,382,348,44,750
308,687,431,450,191,392,132
115,369,514,44,569,687,778
13,21,305,315,377,758,345
397,83,737,389,53,35,129
22,679,59,88,33,391,453
752,57,105,370,130,759,732
43,403,417,132,113,56,39
314,58,776,705,14,753,755
702,683,349,712,4,215,41
10,42,96,87,190,382,426
369,735,423,750,111,408,759
370,428,315,759,346,427,96
548,9,118,631,94,714,127
25,208,582,62,317,302,400
590,95,756,93,723,15,735
72,74,621,365,564,97,65
3,738,24,679,49,726,781
77,744,771,781,91,309,405
454,53,437,911,117,772,399
191,400,73,343,429,437,396
783,569,739,458,44,182,749
784,151,130,455,399,192,773
716,70,62,548,752,303,729
382,404,81,307,93,128,81
751,388,343,718,365,434,95
682,111,129,681,102,23,377
683,771,177,723,106,703,4
305,391,385,60,42,716,590
65,437,723,214,11,320,699
731,775,314,106,213,312,688
342,313,703,687,56,756,10
756,720,311,385,396,3,370
627,429,344,134,30,13,91
85,576,218,80,707,440,32
210,348,454,428,306,607,148
679,512,38,434,425,129,214
400,426,683,776,342,729,420
311,750,310,756,395,773,751
148,81,758,600,134,59,722
401,425,166,403,596,682,708
309,326,708,699,715,740,413
681,175,398,306,716,720,582
402,747,700,3,86,733,21
44,192,4,784,376,93,106
727,401,698,33,79,420,734
211,35,377,22,779,410,166
403,68,107,772,741,107,409
26,341,21,431,775,697,80
4,390,748,584,704,150,402
719,305,727,576,422,783,424
723,84,784,711,70,627,705
379,382,91,713,401,60,706
720,61,313,771,320,741,150
79,359,735,218,50,679,48
404,303,681,726,97,385,726
6,440,687,56,148,106,687
345,458,92,707,626,403,783
728,431,320,213,375,675,629
405,311,630,369,434,455,760
129,632,730,126,759,390,13
84,19,428,75,54,105,452
23,140,397,405,126,30,427
374,729,113,626,737,26,407
406,422,27,400,712,745,178
699,515,410,94,424,77,11
376,365,407,210,38,16,632
33,150,19,30,304,422,114
407,629,58,102,118,731,112
718,708,369,697,90,688,111
576,408,347,395,435,377,78
408,78,327,438,749,78,576
409,25,20,411,210,20,365
41,755,359,730,450,363,379
596,737,209,83,402,80,569
410,424,364,701,428,784,403
82,24,191,178,740,102,320
584,412,715,53,78,75,311
753,681,387,90,405,383,564
177,678,80,582,777,596,54
411,93,9,757,783,680,303
21,11,31,193,328,775,104
101,94,26,317,632,305,42
59,346,341,104,582,43,309
31,774,106,417,379,738,738
74,417,128,375,699,389,784
412,734,709,21,631,130,307
132,218,11,55,75,713,77
134,117,394,733,143,429,36
302,127,193,773,391,752,771
327,129,317,35,39,458,192
364,741,777,47,772,42,779
413,315,208,775,313,514,677
61,321,346,130,702,304,341
721,595,607,4,327,127,600
71,709,42,310,567,82,30
73,308,79,607,127,683,740
722,63,401,437,705,113,676
359,345,569,117,74,718,140
39,107,6,73,437,4,3
107,435,321,754,754,677,753
140,50,215,86,321,370,2
715,102,151,783,34,393,697
726,215,33,10,209,83,105
192,722,745,344,726,5,93
911,69,435,632,40,678,312
416,783,399,367,781,397,19
417,710,391,322,755,708,434
451,26,85,304,413,307,733
732,395,15,703,773,65,304
419,776,743,85,59,428,411
346,730,455,590,135,24,631
773,92,754,747,400,367,683
117,697,74,143,410,2,714
600,312,720,9,87,629,86
27,421,711,57,57,348,135
421,439,376,729,630,739,72
744,90,5,744,21,584,782
677,454,710,105,309,140,343
150,706,126,215,411,190,83
422,135,134,452,782,405,23
688,213,590,150,398,406,90
127,713,400,190,627,576,514
754,396,584,34,735,438,387
423,376,734,755,760,321,678
32,143,781,396,58,314,308
704,702,70,41,344,457,440
83,349,729,72,721,111,325
734,723,750,401,734,400,412
774,758,451,59,26,399,25
735,148,302,79,420,375,376
48,115,72,129,81,346,451
424,731,148,151,387,735,704
425,364,325,706,178,57,621
749,450,699,302,363,426,774
94,306,510,25,392,328,218
776,749,564,14,728,88,326
737,325,741,749,65,451,435
86,759,718,311,744,707,515
213,106,450,328,388,450,101
315,101,404,766,742,25,748
741,31,424,40,48,766,375
771,49,326,58,427,178,438
745,379,775,308,738,709,43
440,88,50,716,347,431,720
128,739,911,741,703,394,69
733,420,548,23,101,40,209
632,367,95,704,214,595,404
38,754,412,677,35,148,397
126,778,78,101,452,721,584
738,387,678,91,63,214,777
700,743,632,512,211,143,115
739,631,596,341,512,218,458
743,732,627,388,727,712,682
19,112,213,38,748,743,317
75,455,774,192,680,177,190
426,704,322,140,745,322,342
60,342,71,347,325,582,374
36,760,49,709,718,10,84
49,62,403,359,576,85,26
427,705,22,682,711,313,74
428,55,30,111,177,191,410
69,96,738,61,697,38,177
175,680,421,752,706,71,134
429,44,755,49,308,702,702
214,16,88,410,774,50,727
450,419,713,510,771,701,117
306,393,726,92,114,710,73
35,733,631,700,756,413,675
775,33,307,6,305,151,698
439,677,84,394,175,311,364
310,54,434,348,345,95,55
453,779,90,409,393,27,56
431,80,393,777,776,548,512
678,630,64,74,417,730,382
675,406,304,349,911,166,310
748,113,704,429,750,306,742
24,32,731,514,10,402,388
747,322,143,390,129,734,741
95,607,629,97,408,92,719
777,20,425,208,22,118,9
385,416,457,148,458,751,627
47,307,365,627,15,213,703
312,423,60,688,128,715,745
135,398,702,738,192,41,346
182,343,697,397,390,404,130
434,128,728,31,700,711,728
80,911,104,423,3,631,33
383,64,753,376,607,91,37
37,77,429,175,27,396,322
34,23,140,722,322,771,392
740,411,112,77,419,14,15
778,43,682,719,326,53,389
703,30,190,383,757,704,208
57,211,719,734,453,727,428
779,410,101,621,19,630,50
742,3,732,406,394,345,24
193,2,707,732,71,778,60
106,781,39,412,397,342,191
766,302,760,326,590,68,87
420,676,367,393,681,61,548
215,564,416,720,107,706,143
88,413,111,779,421,33,395
757,71,87,595,55,86,20
772,742,390,364,62,776,911
118,34,440,63,82,744,302
104,105,94,24,426,747,422
105,314,740,182,302,22,700
40,130,408,71,140,401,431
435,48,61,728,374,84,31
