id,digi1,digi2,digi3,digi4,digi5,digi6
44,903,383,743,439,0,0
727,419,0,0,0,0,0
211,734,214,742,0,0,0
403,35,60,426,429,749,423
26,346,905,383,94,0,0
4,439,0,0,0,0,0
719,80,419,903,600,19,0
723,774,771,745,383,0,0
379,429,49,310,35,0,0
720,424,126,0,0,0,0
79,426,744,0,0,0,0
404,600,425,126,419,732,0
6,903,678,0,0,0,0
345,453,782,773,0,0,0
728,5,377,304,0,0,0
405,733,425,383,739,431,741
129,182,94,0,0,0,0
84,424,193,213,47,150,739
23,19,38,733,213,771,0
374,428,0,0,0,0,0
406,700,0,0,0,0,0
699,95,902,306,677,771,774
376,193,27,754,382,0,0
33,315,733,80,94,0,0
407,677,306,740,19,744,0
718,150,182,703,704,0,0
576,901,0,0,0,0,0
408,688,0,0,0,0,0
409,19,150,0,0,0,0
41,383,0,0,0,0,0
596,739,126,688,421,0,0
410,453,734,748,150,60,312
82,427,742,94,0,0,0
584,346,135,678,0,0,0
753,175,0,0,0,0,0
177,428,86,48,434,66,0
411,741,66,902,429,453,127
21,127,385,771,417,86,704
101,310,126,48,434,677,739
59,150,740,0,0,0,0
31,748,773,754,0,0,0
74,37,416,0,0,0,0
412,733,632,128,0,0,0
132,737,32,0,0,0,0
134,306,0,0,0,0,0
302,439,735,86,385,346,0
327,453,182,738,754,901,383
364,675,66,434,901,739,703
413,754,678,784,419,0,0
61,741,385,0,0,0,0
721,425,600,902,0,0,0
71,744,86,0,0,0,0
73,80,902,774,434,36,182
722,193,75,27,315,0,0
359,19,310,383,426,632,0
39,431,738,19,0,0,0
107,747,748,0,0,0,0
140,416,128,47,747,688,0
715,688,213,0,0,0,0
726,422,126,903,117,0,0
192,19,37,60,0,0,0
911,321,62,510,514,515,510
416,779,328,777,757,215,0
417,778,67,215,88,777,0
451,904,328,215,67,40,0
732,106,778,118,215,776,766
419,779,776,778,0,0,0
346,105,772,777,904,435,757
773,104,105,0,0,0,0
117,435,40,118,776,0,0
600,778,766,0,0,0,0
27,88,0,0,0,0,0
421,757,104,88,105,420,0
744,904,67,435,104,776,40
677,215,67,0,0,0,0
150,904,420,328,779,0,0
422,67,435,0,0,0,0
688,778,420,0,0,0,0
127,40,777,0,0,0,0
754,778,757,215,779,0,0
423,118,0,0,0,0,0
32,104,0,0,0,0,0
704,105,328,776,775,778,766
83,776,118,779,772,0,0
734,118,778,67,0,0,0
774,779,0,0,0,0,0
735,777,215,40,766,420,0
48,757,904,777,67,778,435
424,435,420,67,106,766,0
425,105,904,766,0,0,0
749,118,67,904,778,420,0
94,118,435,0,0,0,0
776,0,0,0,0,0,0
737,766,776,106,435,775,215
86,40,420,0,0,0,0
213,40,420,775,0,0,0
315,904,104,766,435,420,106
741,420,104,328,0,0,0
771,775,104,777,0,0,0
745,776,328,215,420,104,106
440,777,328,0,0,0,0
128,435,757,215,0,0,0
733,106,435,215,766,777,778
632,67,778,0,0,0,0
38,778,0,0,0,0,0
126,757,766,420,775,772,779
738,106,772,118,778,67,0
700,420,105,67,328,778,772
739,88,215,40,0,0,0
743,118,88,0,0,0,0
19,776,0,0,0,0,0
75,435,775,766,772,776,420
426,215,777,104,772,328,0
60,105,0,0,0,0,0
36,775,40,105,106,0,0
49,435,420,0,0,0,0
427,118,328,215,435,778,0
428,435,40,757,772,0,0
69,106,778,118,775,40,757
175,772,0,0,0,0,0
429,215,420,0,0,0,0
214,766,776,779,0,0,0
450,904,757,328,118,772,88
306,772,777,215,328,0,0
35,779,772,0,0,0,0
775,0,0,0,0,0,0
439,779,777,0,0,0,0
310,435,0,0,0,0,0
453,67,772,88,40,328,0
431,328,104,118,766,0,0
678,67,778,106,0,0,0
675,105,772,215,328,0,0
748,215,420,757,435,40,0
24,328,215,118,40,67,778
747,779,118,904,215,776,777
95,757,105,778,775,0,0
777,0,0,0,0,0,0
385,328,104,766,772,0,0
47,435,0,0,0,0,0
312,778,328,105,904,775,0
135,40,88,0,0,0,0
182,777,328,118,0,0,0
434,772,0,0,0,0,0
80,105,106,435,40,0,0
383,106,757,776,0,0,0
37,215,67,0,0,0,0
34,904,779,40,105,328,0
740,40,777,328,0,0,0
778,0,0,0,0,0,0
703,106,420,775,88,776,0
57,215,67,757,328,775,88
779,0,0,0,0,0,0
742,776,40,778,0,0,0
193,779,88,904,757,435,0
106,0,0,0,0,0,0
766,0,0,0,0,0,0
420,0,0,0,0,0,0
215,0,0,0,0,0,0
88,0,0,0,0,0,0
757,0,0,0,0,0,0
772,0,0,0,0,0,0
118,0,0,0,0,0,0
104,0,0,0,0,0,0
105,0,0,0,0,0,0
40,0,0,0,0,0,0
435,0,0,0,0,0,0
