type,variation,unk3,unk4,unk5,baseHP,baseATK,baseDEF,baseINT,baseSPD,levelHP,levelATK,levelDEF,levelINT,levelSPD,battleAI,poisonResist,panicResist,paraResist,sleepResist,stunResist,dotResist,bugResist,deathResist,ATKResist,DEFResist,INTResist,SPDResist,padding1,padding2,padding3,EXP,EXPx2,YEN,YENx2,itemId1,itemChance1,itemId2,itemChance2,scanRate,unk32,unk33
15,1,8,1,0,10000,6000,4000,4000,8000,225,110,100,100,100,151,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,56,5,1003,5,15,216,6
15,2,8,1,0,40000,6000,4000,4000,8000,225,130,120,100,120,152,0,0,0,0,0,50,0,100,0,0,0,0,-1,-1,-1,4,16,80,8,56,5,1003,5,15,216,6
15,3,8,1,0,40000,6000,4000,4000,8000,2700,100,100,100,130,153,0,50,50,0,0,50,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,216,6
15,4,8,1,0,105000,16000,4000,4000,15900,900,100,100,100,130,154,80,80,50,50,0,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,216,6
21,1,8,1,0,28800,7000,7000,7500,5600,357,90,110,110,100,211,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,160,16,106,10,399,5,10,217,19
21,2,8,1,0,115000,7000,7000,9500,5600,1300,110,110,100,90,212,0,0,0,100,0,100,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,217,19
21,3,8,1,0,115000,7000,7000,9500,5600,1300,110,110,100,90,213,0,0,0,100,0,100,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,217,19
21,4,8,1,0,285000,7000,12000,24500,39900,1300,110,110,100,90,214,50,0,0,100,0,50,0,100,0,30,30,100,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,217,19
24,1,8,1,0,125500,900,6000,27000,22000,272,123,76,85,123,241,0,100,100,100,0,0,0,100,0,0,0,0,-1,-1,-1,4,36,10500,0,-1,0,1415,100,5,208,4
24,2,8,1,0,190000,1000,13500,33000,26000,0,0,0,0,0,242,0,100,50,100,100,100,0,100,0,0,0,50,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,4
24,3,8,1,0,100000,2500,4500,14000,9500,800,80,90,130,120,243,0,50,50,100,0,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,4
24,4,8,1,0,24000,2500,4500,14000,9500,330,80,90,130,120,244,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,36,320,32,22,5,1415,2,5,208,4
24,5,8,1,0,180000,900,8000,28000,33200,1100,80,90,130,120,245,80,100,50,100,0,100,0,100,0,0,0,0,-1,-1,-1,32000,24,37000,0,-1,0,1415,100,0,208,4
27,1,8,1,0,185000,98000,16000,13000,23000,408,76,123,114,76,271,100,100,50,50,50,50,0,100,100,100,0,100,-1,-1,-1,4,36,23000,0,-1,0,1049,100,5,203,0
27,2,8,1,0,235000,58000,15000,14000,18500,0,0,0,0,0,272,50,50,50,50,50,50,50,100,50,0,0,50,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,203,0
27,3,8,1,0,200000,75000,17500,15000,27500,0,0,0,0,0,273,100,100,50,50,50,50,50,100,100,100,0,100,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,203,0
27,4,8,1,0,105000,15000,12500,8000,10100,1200,130,120,80,100,274,100,100,50,50,50,50,50,100,100,100,0,100,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,203,0
27,5,8,1,0,120000,14000,10500,10000,9100,1200,130,120,80,100,275,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,4,36,320,32,-1,0,1049,100,0,203,0
34,1,8,1,0,680000,8000,12000,45000,60000,540,250,150,170,250,341,100,100,100,100,100,100,0,100,75,75,50,100,-1,-1,-1,25200,0,36000,0,-1,0,1472,100,0,208,14
35,1,8,1,0,1330000,150000,6500,5500,45000,800,850,125,90,150,351,100,100,100,100,100,100,0,100,100,75,100,25,-1,-1,-1,25200,0,32000,0,-1,0,1382,100,0,208,2
35,2,8,1,0,280000,49500,7500,6000,11000,1200,130,90,80,120,352,100,100,100,100,100,100,0,100,100,75,100,25,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,2
35,3,8,1,0,220000,48000,12500,11000,14000,1100,100,100,100,110,353,100,100,100,100,100,100,0,100,100,25,25,25,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,2
36,1,8,1,0,612000,8400,15200,31200,11400,374,114,76,95,123,361,100,100,100,100,100,100,0,100,0,0,100,0,-1,-1,-1,6500,0,18000,0,-1,0,91,100,0,208,0
36,2,8,1,0,612000,8400,15200,62400,22800,374,114,76,190,246,362,100,100,100,100,100,100,0,100,0,50,100,75,-1,-1,-1,25200,0,37000,0,-1,0,1317,100,0,208,0
37,1,8,1,0,600000,90000,20000,9000,25000,400,850,200,100,200,371,100,100,100,100,100,100,0,100,25,100,100,75,-1,-1,-1,25200,0,30000,0,-1,0,1470,100,0,219,13 20
37,2,8,1,0,260000,55500,10500,20500,11800,1100,100,100,100,110,373,100,100,100,50,50,100,0,100,20,100,20,100,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,219,13 20
38,1,8,1,0,1100000,23000,13500,23000,26400,680,190,230,170,230,381,100,100,100,100,100,100,0,100,100,100,100,0,-1,-1,-1,25200,0,30000,0,-1,0,1254,100,0,210,0
39,1,8,1,0,660000,44000,6600,44000,44000,600,400,60,450,440,391,100,100,100,100,100,100,0,100,0,100,0,100,-1,-1,-1,27400,0,14000,0,-1,0,1476,100,0,208,6
40,1,8,1,0,864000,200000,11000,7000,32000,480,800,130,120,160,401,100,100,100,100,100,100,0,100,0,100,100,100,-1,-1,-1,28000,0,27000,0,-1,0,1386,100,0,216,9
43,1,8,1,0,7500,4500,4000,7000,6000,200,130,80,90,130,431,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,122,10,1357,3,15,212,2
43,2,8,1,0,80000,8000,9000,9000,20000,176,110,68,76,110,432,0,0,0,0,0,100,0,100,0,0,0,0,-1,-1,-1,4,16,80,8,122,10,1357,3,15,212,2
43,3,8,1,0,98000,4500,4000,17000,13800,800,80,90,130,120,433,100,30,80,80,80,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,212,2
43,4,8,1,0,80000,4500,7000,7000,11000,1600,160,180,260,240,434,0,10,20,30,30,100,0,100,0,0,0,0,-1,-1,-1,600,5,550,8,122,10,1357,3,15,212,2
49,1,8,1,0,428400,22800,24600,7600,12200,408,76,123,114,76,491,100,100,100,100,100,100,0,100,50,50,50,50,-1,-1,-1,6000,0,8000,0,-1,0,90,100,5,206,2
49,2,8,1,0,321300,34200,24600,7600,18300,306,114,61,114,114,492,50,50,0,50,50,100,0,100,0,0,0,0,-1,-1,-1,4,36,18000,0,-1,0,1328,100,5,206,2
49,3,8,1,0,360000,55000,23000,12000,14700,0,0,0,0,0,494,50,50,50,100,50,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,206,2
49,4,8,1,0,105000,13000,13000,4100,8900,1200,130,120,80,100,495,0,100,50,50,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,206,2
50,1,9,1,0,10100,6800,4500,1500,3700,270,80,130,120,80,501,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,40,4,2,20,1005,10,20,201,3
50,2,9,1,0,170000,100000,30000,10000,25000,0,0,0,0,0,502,100,50,100,50,100,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,201,3
50,3,9,1,0,45000,6800,4500,1500,3700,3600,130,120,80,100,503,0,100,0,100,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,201,3
50,4,9,1,0,65000,9000,6000,2000,5500,3600,130,120,80,100,504,0,100,0,100,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,201,3
50,5,9,1,0,105000,13500,10500,5000,9100,3600,130,120,80,100,505,0,100,0,100,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,201,3
50,6,9,1,0,30300,20400,13500,4500,11100,810,390,360,240,300,506,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,5000,0,10000,0,341,10,25,10,20,201,3
53,1,8,1,0,4500,1400,3000,5400,4700,180,130,80,90,130,531,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,40,4,8,10,1129,10,20,208,6
53,2,8,1,0,20000,1400,3000,5400,4700,800,80,90,130,120,532,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,6
54,1,8,1,0,18700,8000,4000,2500,6000,300,90,130,90,80,541,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,32,30,360,5,15,210,0
54,2,8,1,0,95000,10000,4000,2500,6000,1200,130,90,110,120,542,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,210,0
55,1,8,1,0,10100,5500,3000,2700,4300,270,90,130,90,80,551,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,40,4,18,30,1099,10,20,212,0 6
56,1,8,1,0,10500,3400,3400,3000,3500,292,90,110,110,100,561,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,40,4,14,30,301,10,20,215,2
57,1,8,1,0,24000,9500,8000,10000,9100,330,110,100,100,100,571,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,36,320,32,13,5,352,5,5,220,2
57,2,8,1,0,190000,75000,9000,10000,65500,0,0,0,0,0,572,100,100,100,100,100,100,100,100,0,0,0,0,-1,-1,-1,13500,0,19000,0,-1,0,1491,100,5,220,2
57,3,8,1,0,80000,11000,9000,10000,12000,374,104,95,95,95,573,100,100,0,100,0,0,0,100,0,0,0,0,-1,-1,-1,4,36,320,32,13,5,352,5,5,220,2
57,4,8,1,0,150000,28700,16800,20000,22000,0,0,0,0,0,574,50,50,50,50,50,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,220,2
57,5,8,1,0,80000,9500,8000,10000,9100,1100,100,100,100,110,575,50,50,50,50,50,50,50,50,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,220,2
57,6,8,1,0,130000,22000,9000,10000,32000,900,110,100,100,120,576,100,100,100,100,100,100,100,100,0,0,0,0,-1,-1,-1,10000,0,5000,0,-1,0,1491,100,0,220,2
58,1,8,1,0,16200,2500,4000,7800,4200,275,120,80,100,130,581,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,4,20,1183,5,15,208,0
61,1,8,1,0,26100,7500,6500,7000,5600,357,90,110,110,100,611,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,160,16,126,10,1451,3,10,208,10
61,2,8,1,0,1500000,10000,10000,10000,50000,0,0,0,0,0,612,100,0,100,100,100,100,0,100,100,100,100,100,-1,-1,-1,30000,0,70000,0,126,10,394,100,10,208,10
61,3,8,1,0,95000,10500,5500,10500,10600,900,120,90,120,100,613,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,10
68,1,8,1,0,7500,6000,4500,5000,7500,225,110,100,100,100,681,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,31,30,1095,5,15,210,0
68,2,8,1,0,30000,6000,4500,5000,7500,900,100,100,100,130,682,50,0,0,0,0,50,0,0,0,0,0,50,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,210,0
69,1,8,1,0,36000,5000,11500,6500,8100,390,110,90,130,90,691,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,13000,36,320,32,-1,0,397,50,5,208,0 6
69,2,8,1,0,150000,11100,15500,10000,9800,442,104,85,123,85,692,100,100,0,100,0,100,0,100,0,0,0,0,-1,-1,-1,13000,36,320,32,-1,0,397,50,5,208,0 6
69,3,8,1,0,300000,110000,20500,20000,21000,0,0,0,0,0,693,100,100,100,100,100,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,0 6
69,4,8,1,0,120000,12000,11500,6500,11100,2600,180,260,180,160,694,50,50,0,50,0,50,0,100,0,0,0,0,-1,-1,-1,500,10,45,32,-1,0,397,50,5,208,0 6
70,1,8,1,0,18700,4000,7500,2500,4400,325,110,90,130,90,701,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,33,30,378,10,15,208,0 6
70,2,8,1,0,33000,3000,6000,3000,2500,286,93,76,110,76,702,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,4,16,80,8,33,30,378,10,15,208,0 6
70,3,8,1,0,75000,6000,11500,5000,5500,1100,150,100,100,110,703,0,0,0,0,0,50,0,100,0,0,0,0,-1,-1,-1,4,16,80,8,33,30,378,10,15,208,0 6
71,1,8,1,0,26100,11500,6500,3000,8500,330,90,130,90,80,711,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,160,16,52,5,338,5,10,210,3
71,2,8,1,0,97000,11500,6500,4000,8500,3600,130,90,80,120,712,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,210,3
72,1,8,1,0,15000,8000,6500,3200,4800,300,80,130,120,80,721,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,5,10,1483,5,15,206,2
72,2,8,1,0,150000,15000,15500,12500,15000,50,30,32,30,10,722,100,100,0,100,0,100,0,100,100,0,0,0,-1,-1,-1,4,16,80,8,5,10,1483,5,15,206,2
72,3,8,1,0,150000,15000,15500,12500,15000,50,30,32,30,10,723,100,100,0,100,0,100,0,100,100,0,0,0,-1,-1,-1,4,16,80,8,5,10,1483,5,15,206,2
72,4,8,1,0,65000,10000,6500,2200,6800,1200,130,120,80,100,724,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,206,2
72,5,8,1,0,120000,24000,8500,5200,8800,1200,130,120,80,100,725,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,206,2
72,6,8,1,0,250000,39000,15000,6100,10900,1200,130,120,80,100,726,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,206,2
73,1,8,1,0,20600,3000,5500,10500,7000,302,120,80,100,130,731,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,160,16,21,10,324,5,10,209,0
73,2,8,1,0,75000,3000,5500,10500,7000,1100,80,100,130,90,732,100,0,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,209,0
74,1,8,1,0,24700,9500,4500,5000,10000,330,90,130,90,80,741,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,160,16,58,20,1412,3,10,212,0
74,2,8,1,0,120000,30000,10000,10000,30000,0,0,0,0,0,742,100,100,0,100,0,100,0,100,50,50,50,50,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,212,0
74,3,8,1,0,90000,9500,4500,5000,10000,1200,130,90,80,120,743,0,0,0,0,50,50,0,50,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,212,0
77,1,8,1,0,8700,4500,5000,5000,8000,225,110,100,100,100,771,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,72,20,1486,5,15,202,14
77,2,8,1,0,35000,8500,4000,9000,9000,900,100,100,100,130,772,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,202,14
77,3,8,1,0,95000,13500,5000,12000,10900,1100,100,100,100,110,773,30,30,30,30,30,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,202,14
78,1,8,1,0,15000,8000,5500,3000,6000,300,80,130,120,80,781,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,51,10,332,5,15,203,2
78,2,8,1,0,132000,6300,4600,2500,7500,552,72,117,108,108,782,0,0,0,0,0,0,0,50,0,0,0,0,-1,-1,-1,300,0,3400,0,-1,0,90,100,15,203,2
79,1,8,1,0,17800,7300,8500,6000,6700,302,110,100,100,100,791,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,160,16,51,10,1207,3,10,208,0
79,2,8,1,0,90000,12000,16000,10000,11500,302,110,100,100,100,792,100,100,100,100,100,100,0,100,0,0,0,0,-1,-1,-1,4,24,160,16,51,10,1207,3,10,208,0
79,3,8,1,0,85000,10300,8500,8000,8700,1100,100,100,100,110,793,0,100,0,50,0,50,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,0
79,4,8,1,0,165000,20300,13500,10000,28500,1100,100,100,100,110,794,50,100,0,50,0,50,0,100,0,50,50,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,208,0
81,1,8,1,0,3100,4400,2100,5100,4400,180,130,80,90,130,811,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,40,4,17,30,1035,10,20,201,2
81,2,8,1,0,50000,5000,8000,8000,8000,128,104,64,72,104,812,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,4,10,40,4,17,30,1035,10,20,201,2
81,3,8,1,0,115000,8000,8000,12000,9800,1100,100,100,130,130,813,0,100,0,100,0,100,0,100,0,0,0,0,-1,-1,-1,1500,10,40,4,17,30,1035,10,20,201,2
84,1,8,1,0,13700,7500,7000,7500,10500,247,110,100,100,100,841,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,160,16,76,10,1239,3,10,216,0
84,2,8,1,0,155000,18500,16000,15500,21700,0,0,0,0,0,842,100,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,216,0
84,3,8,1,0,50000,7500,8000,8500,12500,900,100,100,100,130,843,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,216,0
84,4,8,1,0,75000,21900,24000,25500,37500,900,300,300,300,360,844,100,100,100,100,100,100,100,100,50,50,50,50,-1,-1,-1,15000,0,5000,0,52,15,397,3,10,216,0
85,1,8,1,0,22000,9000,5500,9000,6100,275,100,120,90,120,851,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,24,160,16,75,10,350,5,10,210,0
85,2,8,1,0,115000,7600,8000,10200,7000,280,90,108,81,108,852,100,100,0,100,0,100,0,100,0,0,0,0,-1,-1,-1,4,24,160,16,75,10,350,5,10,210,0
85,3,8,1,0,100000,11500,8500,11500,11100,2000,240,180,240,200,853,50,50,10,30,0,50,0,100,0,0,0,0,-1,-1,-1,350,5,300,16,75,10,350,5,10,210,0
86,1,8,1,0,200000,26000,20000,36000,45000,300,200,100,200,90,861,100,100,0,100,50,100,0,100,75,75,75,75,-1,-1,-1,10000,0,20000,0,-1,0,1220,100,0,215,5
86,2,8,1,6,200000,26000,20000,36000,30000,300,200,100,200,60,862,100,100,0,100,100,100,0,100,0,0,0,0,-1,-1,-1,6800,0,18000,0,-1,0,-1,100,0,215,5
86,3,8,1,0,148000,20200,10500,24000,18100,1100,100,100,100,110,863,30,30,30,30,30,100,0,100,0,0,0,50,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,215,5
87,1,8,1,0,11200,7000,4500,7000,5000,250,100,120,90,120,871,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,23,10,346,5,15,213,3
87,2,8,1,0,150000,16000,13000,15000,20000,220,85,102,76,102,872,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,23,10,346,5,15,213,3
87,3,8,1,0,45000,7000,4500,7000,5000,1000,120,90,120,100,873,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,213,3
87,4,8,1,0,105000,12500,4500,12500,12700,1000,120,90,120,100,874,80,80,80,80,25,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,213,3
88,1,8,1,0,330000,60000,11000,14000,20000,240,280,130,180,160,881,100,100,100,100,100,100,0,100,50,75,75,100,-1,-1,-1,9200,0,14000,0,-1,0,1087,100,0,206,4
88,2,8,1,0,330000,105000,11000,28000,38000,240,560,130,240,160,882,100,100,100,100,100,100,0,100,0,0,0,0,-1,-1,-1,37000,0,40000,0,-1,0,358,100,0,206,4
88,3,8,1,0,150000,60000,11000,18000,12000,3600,130,120,80,100,886,100,100,100,100,100,100,0,100,50,75,75,100,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,206,4
90,1,8,1,0,10500,7000,3000,1500,4300,270,90,130,90,80,901,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,40,4,50,10,337,10,20,201,4
91,1,8,1,0,13700,8000,3000,3500,7500,300,90,130,90,80,911,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,56,5,1214,5,15,203,4
91,2,8,1,0,55000,8000,3000,3500,7500,3600,130,90,80,120,912,100,100,0,50,0,50,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,203,4
92,1,8,1,0,6200,3000,3500,8000,6500,200,130,80,90,130,921,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,72,20,1253,5,15,212,2
92,2,8,1,0,45000,3000,3500,9000,8500,800,80,90,130,120,922,0,0,0,0,0,100,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,15,212,2
92,3,8,1,0,75000,3000,5500,10000,10500,1600,160,180,260,240,923,0,0,0,30,50,100,0,100,0,0,0,0,-1,-1,-1,550,5,500,8,72,20,1253,5,15,212,2
93,1,8,1,0,12500,7500,4000,6700,4800,250,100,120,90,120,931,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,16,80,8,73,20,340,5,15,210,0
93,2,8,1,0,110000,9450,6800,11000,7600,460,135,216,162,108,932,100,100,50,100,50,100,0,100,0,0,0,0,-1,-1,-1,4,16,800,0,-1,0,90,100,15,210,0
93,3,8,1,0,50000,7500,4000,6700,4800,3000,120,90,120,100,933,0,100,0,50,0,50,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,210,0
94,1,8,1,0,142000,20000,13000,11000,26800,408,85,123,85,76,941,100,50,50,100,50,50,0,100,0,0,0,0,-1,-1,-1,4,36,10000,0,-1,0,1190,100,5,210,6
94,2,8,1,0,190000,65000,12000,11000,26000,0,0,0,0,0,942,50,50,50,50,50,50,0,100,50,0,0,50,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,210,6
94,3,8,1,0,205000,55000,11500,12500,26000,0,0,0,0,0,943,50,50,50,50,100,100,0,100,50,0,100,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,210,6
95,1,8,1,0,110600,16000,16000,15000,30000,408,85,123,85,76,951,100,50,50,100,50,50,0,100,0,0,0,0,-1,-1,-1,4,36,10000,0,-1,0,1422,100,5,203,0
95,2,8,1,0,180000,30000,20000,20000,30000,0,0,0,0,0,952,50,50,50,50,50,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,203,0
95,3,8,1,0,180000,45000,15000,15000,45000,0,0,0,0,0,953,100,100,0,100,0,100,0,100,50,50,50,50,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,203,0
96,1,8,1,0,7800,3000,2500,4300,3700,247,110,100,100,100,961,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,40,4,28,30,1309,10,20,208,0 3 6
96,2,8,1,0,30000,10000,8000,15000,9500,176,88,80,80,80,962,100,0,0,100,0,0,0,100,0,0,0,0,-1,-1,-1,4,10,40,4,28,30,1309,10,20,208,0 3 6
96,3,8,1,0,35000,3000,2500,4300,3700,3300,100,100,100,110,963,0,0,0,0,0,0,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,209,0 3 7
96,4,8,1,0,85000,3000,2500,14300,11300,1100,100,100,100,110,964,100,100,0,100,0,100,0,100,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,209,0 3 7
97,1,8,1,0,4700,4000,2700,4000,4800,202,110,100,100,100,971,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,10,40,4,15,30,1332,10,20,208,0 6
