id,digi1,digi2,digi3,digi4,digi5,digi6
777,73,405,419,569,60,322
302,451,747,744,458,390,361
118,911,714,416,626,409,15
395,707,733,117,60,762,31
451,113,59,747,84,569,350
397,38,13,35,343,754,9
301,595,328,308,78,312,763
715,404,766,699,749,9,740
73,4,126,33,21,303,778
111,720,626,412,91,317,705
86,90,309,310,426,567,402
781,409,773,31,9,782,457
193,708,748,584,44,132,741
719,115,750,438,61,302,903
776,784,567,101,391,722,388
39,394,677,65,341,95,57
327,48,305,408,193,210,775
83,413,343,132,754,402,431
375,512,710,113,699,214,406
87,13,70,396,702,584,54
326,719,140,193,678,702,86
402,753,6,48,27,23,595
15,3,128,712,632,304,321
303,716,745,632,697,745,80
405,19,726,150,437,69,111
905,387,118,345,57,732,91
369,369,678,303,425,419,56
117,130,600,708,417,739,305
365,375,737,67,450,388,38
431,397,700,81,379,405,404
42,209,419,455,451,213,569
3,36,382,732,134,383,20
77,759,214,410,81,374,738
364,630,744,382,67,48,781
434,350,514,27,303,775,426
627,151,427,14,31,26,96
401,346,576,757,411,86,24
370,135,321,107,215,49,707
747,81,9,75,428,733,69
733,704,20,733,363,394,67
683,305,135,79,39,766,311
688,754,681,902,56,740,320
27,150,374,23,405,88,85
309,751,716,313,765,90,214
706,698,772,774,32,327,713
91,514,402,409,10,82,83
367,21,53,392,148,68,301
567,702,5,210,132,731,37
731,105,410,32,377,24,25
680,57,367,370,740,14,210
215,730,81,394,72,450,732
102,68,83,74,317,713,681
428,79,97,626,751,431,394
348,301,735,379,325,43,13
727,317,910,80,726,101,438
743,627,134,24,97,12,754
626,621,111,130,902,719,369
82,781,341,676,390,85,2
210,728,42,688,13,427,391
737,382,322,129,629,148,680
457,576,417,911,208,728,750
429,765,361,309,112,709,782
416,85,782,4,748,734,43
741,760,741,36,394,761,392
344,714,61,383,365,626,95
128,15,12,687,218,718,90
679,752,631,753,383,912,719
427,734,23,677,422,15,105
698,12,757,367,19,61,360
771,425,682,360,11,744,33
70,458,315,83,564,901,420
140,310,396,62,105,38,700
36,391,67,387,350,701,548
313,78,369,454,775,632,766
374,53,392,751,757,33,745
394,727,307,177,211,424,63
784,134,208,714,50,387,376
728,59,702,723,127,385,94
755,127,349,720,738,726,683
350,450,10,90,733,39,14
376,901,426,15,151,128,675
515,772,16,12,116,308,777
775,177,87,427,454,714,416
23,395,424,761,69,118,365
214,348,24,128,374,425,62
423,912,88,374,709,412,455
439,360,47,213,74,627,776
2,406,450,364,26,177,5
35,775,313,405,707,777,748
59,756,439,190,439,320,904
209,5,21,42,309,607,107
4,16,85,716,93,42,739
902,910,390,403,54,904,359
114,569,452,305,708,117,703
385,429,213,904,399,784,313
63,743,683,322,419,435,21
84,95,720,312,310,53,44
113,370,712,742,311,4,410
5,750,177,209,590,73,112
208,564,755,752,5,59,16
400,515,438,77,682,778,453
175,312,901,87,301,440,607
701,726,175,402,62,175,370
148,72,41,764,33,67,783
321,410,408,346,703,81,53
738,192,760,515,130,413,308
569,11,730,116,95,712,11
343,683,596,325,398,367,314
360,39,101,421,342,64,132
88,35,630,57,779,699,93
757,424,92,700,595,341,70
377,376,63,385,401,113,347
721,904,401,458,102,31,760
347,74,91,306,421,218,328
32,63,776,741,359,779,742
325,748,584,756,576,730,424
41,92,71,451,346,343,78
713,342,395,175,607,759,452
31,326,34,111,41,783,596
143,193,78,72,129,96,150
408,749,90,307,12,903,304
80,44,105,728,209,417,346
105,208,739,413,182,576,678
10,710,771,510,360,80,711
106,737,27,327,777,310,389
411,64,711,763,101,752,385
548,311,425,68,706,679,753
361,744,73,569,737,27,74
213,66,3,20,305,54,749
735,132,451,30,719,757,73
756,67,116,420,440,57,706
191,315,752,423,680,314,134
708,401,699,58,762,735,309
912,6,38,342,376,66,113
582,584,215,748,88,190,761
62,364,345,365,404,143,733
74,9,440,390,700,13,417
399,407,582,564,438,87,47
13,454,713,425,903,364,65
709,713,397,218,70,34,759
681,41,102,135,406,720,344
710,393,40,92,104,301,910
761,629,703,631,94,379,82
765,738,632,457,34,83,129
716,428,763,404,37,215,784
75,50,72,191,688,102,682
632,766,756,760,190,600,88
677,148,403,678,729,360,702
407,632,317,395,66,112,454
406,309,2,627,304,36,177
53,27,11,783,36,208,755
134,23,762,127,734,22,312
363,33,182,344,760,700,375
682,747,510,315,82,772,407
382,776,728,719,407,423,345
65,2,705,754,40,429,567
6,327,93,13,393,742,379
40,55,675,784,735,721,26
450,213,347,104,675,407,115
304,419,325,607,96,590,451
55,389,385,745,514,420,140
754,307,15,348,773,79,97
11,745,77,363,314,682,30
19,61,698,391,77,710,765
424,712,192,343,732,764,902
81,313,64,707,14,150,127
764,722,400,3,24,62,27
64,218,376,66,348,306,349
47,431,69,376,408,756,901
314,596,365,576,715,348,710
707,43,679,512,510,127,399
388,215,774,211,600,678,912
104,701,783,755,49,781,182
218,328,775,37,681,676,3
762,182,454,743,683,211,435
409,687,719,359,177,365,387
96,740,701,5,410,630,688
315,129,723,19,711,596,734
92,94,211,429,47,6,631
778,363,389,709,744,410,698
426,679,311,730,705,687,421
678,341,759,397,752,65,75
512,437,303,765,901,182,306
584,697,379,758,731,16,905
772,344,431,317,111,677,515
