id,digi1,digi2,digi3,digi4,digi5,digi6
698,728,143,0,0,0,0
755,765,781,90,0,0,0
621,626,9,569,781,607,0
759,390,697,761,90,682,392
363,112,2,761,687,0,0
92,348,458,569,0,0,0
93,781,458,0,0,0,0
102,763,701,728,348,626,390
349,457,9,0,0,0,0
396,706,0,0,0,0,0
375,2,50,111,762,97,763
70,97,50,111,564,781,0
308,2,595,713,765,582,761
115,96,582,764,701,114,0
13,607,697,707,0,0,0
397,763,208,0,0,0,0
22,348,390,56,307,0,0
752,97,208,750,457,50,0
43,728,0,0,0,0,0
314,569,687,111,564,0,0
702,63,96,55,763,0,0
10,97,96,2,348,0,0
369,607,687,0,0,0,0
370,781,761,707,0,0,0
548,190,55,0,0,0,0
25,761,143,2,709,96,682
590,595,112,569,701,706,0
72,114,764,706,361,0,0
3,361,53,392,761,0,0
77,20,728,0,0,0,0
454,763,81,705,564,0,0
191,458,53,0,0,0,0
783,564,96,348,390,762,0
716,682,361,728,0,0,0
305,347,394,454,0,0,0
65,698,314,377,365,0,0
731,11,0,0,0,0,0
342,710,0,0,0,0,0
756,22,113,369,13,349,326
627,712,72,676,399,630,0
85,313,102,0,0,0,0
210,365,630,621,0,0,0
679,758,0,0,0,0,0
400,548,730,0,0,0,0
311,68,394,752,344,115,0
148,209,630,115,702,91,367
401,676,22,349,394,0,0
309,363,58,314,11,308,15
681,590,349,711,755,399,0
402,11,78,752,0,0,0
44,16,363,25,548,14,92
727,344,13,729,455,93,0
211,377,630,399,758,716,5
403,209,25,710,0,0,0
26,752,393,399,5,0,0
4,758,621,712,0,0,0
719,87,70,0,0,0,0
723,87,349,0,0,0,0
379,369,102,209,78,92,0
720,77,365,397,0,0,0
79,590,5,455,630,712,363
404,548,58,729,755,454,313
6,3,367,72,759,758,341
345,630,760,22,0,0,0
116,3,0,0,0,0,0
405,396,716,455,452,590,349
129,72,13,22,375,191,0
84,349,548,0,0,0,0
23,12,341,454,113,698,14
374,54,367,698,393,363,218
406,3,369,12,0,0,0
699,680,22,548,752,712,0
376,313,363,395,455,314,0
33,454,759,0,0,0,0
407,377,13,0,0,0,0
718,3,621,0,0,0,0
576,78,590,783,752,14,0
408,78,0,0,0,0,0
409,15,396,30,314,0,0
41,64,87,452,712,72,0
596,102,377,326,714,370,0
410,755,759,326,548,58,313
82,752,377,370,367,64,548
584,590,716,93,344,0,0
753,395,15,0,0,0,0
177,72,218,14,758,0,0
411,16,304,30,0,0,0
21,759,0,0,0,0,0
101,714,25,12,399,0,0
59,13,370,0,0,0,0
31,68,760,375,12,0,0
74,759,758,326,349,91,0
412,398,77,92,209,394,755
132,758,0,0,0,0,0
134,344,64,22,54,0,0
302,398,102,0,0,0,0
327,377,70,0,0,0,0
364,455,68,0,0,0,0
413,370,0,0,0,0,0
61,93,191,16,3,758,0
721,77,698,370,191,367,0
71,758,369,454,0,0,0
73,10,680,11,25,0,0
722,755,115,58,0,0,0
359,548,397,349,43,0,0
39,363,0,0,0,0,0
107,115,363,0,0,0,0
140,454,3,43,54,455,0
715,64,0,0,0,0,0
726,396,0,0,0,0,0
192,102,58,77,752,12,15
751,5,375,698,630,395,0
66,681,699,61,0,0,0
416,359,107,406,132,408,0
417,376,756,0,0,0,0
451,82,211,192,407,26,0
732,210,0,0,0,0,0
419,359,107,79,596,0,0
346,756,0,0,0,0,0
773,21,148,82,699,0,0
117,407,727,31,364,140,0
600,756,0,0,0,0,0
27,140,723,404,65,211,41
421,59,132,65,210,31,0
744,753,403,101,413,405,309
677,718,211,73,4,0,0
150,107,31,699,0,0,0
422,79,718,402,0,0,0
688,409,731,132,327,0,0
127,584,405,679,0,0,0
754,406,720,31,116,302,0
423,719,192,327,39,0,0
32,405,402,407,723,718,71
704,116,584,756,402,85,364
83,406,39,722,0,0,0
734,345,403,0,0,0,0
774,84,210,723,26,0,0
735,376,627,0,0,0,0
48,403,379,407,410,0,0
424,33,0,0,0,0,0
425,107,0,0,0,0,0
749,715,101,408,82,0,0
94,41,404,305,0,0,0
737,405,584,302,0,0,0
86,627,359,309,305,311,74
213,85,756,721,192,0,0
315,726,401,0,0,0,0
741,726,134,408,107,401,699
771,41,65,73,0,0,0
745,405,39,177,345,0,0
440,132,379,0,0,0,0
128,74,756,41,584,405,719
733,345,376,0,0,0,0
632,71,65,408,0,0,0
38,26,134,596,756,0,0
126,410,718,26,0,0,0
738,405,753,116,0,0,0
700,65,411,0,0,0,0
739,59,309,402,412,0,0
743,74,406,342,584,0,0
19,302,4,718,406,0,0
75,410,73,39,0,0,0
426,82,723,116,0,0,0
60,720,402,302,44,327,74
36,721,722,0,0,0,0
49,722,405,627,33,0,0
427,82,101,681,0,0,0
428,722,82,753,0,0,0
69,71,41,129,31,107,0
175,596,132,129,719,0,0
429,376,0,0,0,0,0
214,33,576,723,408,699,6
450,412,0,0,0,0,0
306,627,379,305,101,720,0
35,148,132,596,409,376,0
439,408,148,0,0,0,0
310,719,723,305,61,309,0
453,305,59,411,596,0,0
431,23,74,0,0,0,0
678,756,408,576,210,723,584
675,23,406,177,211,6,0
748,411,0,0,0,0,0
24,405,177,73,31,715,0
747,327,0,0,0,0,0
95,41,584,0,0,0,0
385,140,0,0,0,0,0
47,23,720,364,211,79,85
312,305,0,0,0,0,0
135,116,0,0,0,0,0
182,721,374,699,400,0,0
434,374,59,721,0,0,0
80,26,342,311,0,0,0
383,376,720,756,731,407,0
37,211,0,0,0,0,0
34,584,129,413,33,0,0
740,726,359,721,584,410,753
703,327,596,0,0,0,0
57,74,379,59,0,0,0
742,129,681,379,0,0,0
901,134,376,59,0,0,0
902,21,731,44,31,364,0
903,101,403,0,0,0,0
905,374,731,379,41,0,0
193,31,107,0,0,0,0
382,327,405,0,0,0,0
683,379,116,21,412,400,0
782,79,0,0,0,0,0
784,134,210,345,129,584,177
106,47,440,748,745,0,0
67,688,754,431,213,127,0
766,632,0,0,0,0,0
420,419,48,743,450,740,75
215,749,683,135,417,213,0
88,677,0,0,0,0,0
757,383,700,704,0,0,0
772,451,744,0,0,0,0
118,903,0,0,0,0,0
104,901,424,128,0,0,0
105,600,0,0,0,0,0
40,683,901,742,773,0,0
435,677,0,0,0,0,0
328,95,0,0,0,0,0
776,95,735,382,0,0,0
775,688,734,66,75,0,0
777,75,310,0,0,0,0
778,688,83,0,0,0,0
779,421,738,903,0,0,0
904,632,214,0,0,0,0
