id,digi1,digi2,digi3,digi4,digi5,digi6
320,0,0,0,0,0,0
321,317,0,0,0,0,0
322,317,0,0,0,0,0
325,320,0,0,0,0,0
326,50,708,687,0,0,0
327,326,712,363,93,590,0
341,708,112,9,0,0,0
342,341,760,398,130,621,0
343,514,0,0,0,0,0
344,343,709,701,0,0,0
345,758,344,12,370,0,0
346,211,723,345,376,0,0
347,582,709,389,0,0,0
348,512,0,0,0,0,0
349,55,348,42,56,0,0
359,58,92,349,22,0,0
360,0,0,0,0,0,0
361,515,0,0,0,0,0
363,50,143,90,0,0,0
364,78,363,397,369,0,0
365,96,705,114,0,0,0
367,303,348,392,0,0,0
370,151,343,361,713,0,0
374,394,375,314,0,0,0
375,564,569,111,20,0,0
376,455,399,347,0,0,0
377,81,626,750,0,0,0
379,393,304,367,730,0,0
382,114,760,0,0,0,0
383,134,302,364,0,0,0
385,402,576,301,0,0,0
387,0,0,0,0,0,0
388,387,0,0,0,0,0
389,514,0,0,0,0,0
390,325,0,0,0,0,0
391,512,0,0,0,0,0
392,510,0,0,0,0,0
393,348,607,56,391,0,0
394,81,55,111,0,0,0
395,97,307,391,0,0,0
396,569,151,112,458,0,0
397,151,208,114,361,0,0
398,595,708,9,728,0,0
399,582,709,389,0,0,0
400,15,218,308,397,0,0
401,367,91,454,0,0,0
402,78,54,621,25,0,0
403,341,68,72,0,0,0
404,711,326,54,369,0,0
405,393,395,630,0,0,0
406,377,394,10,676,0,0
407,12,712,452,396,25,0
408,365,91,0,0,0,0
409,758,12,10,72,0,0
410,755,702,548,77,0,0
411,113,313,752,0,0,0
412,14,363,10,0,0,0
413,341,14,752,729,0,0
416,26,719,407,0,0,0
417,210,400,301,0,0,0
419,0,0,0,0,0,0
420,732,0,0,0,0,0
421,148,410,0,0,0,0
423,305,401,379,23,33,0
424,403,33,409,61,0,0
425,720,405,61,0,0,0
426,342,411,413,0,0,0
427,85,311,31,726,0,0
428,44,379,596,412,0,0
429,44,753,412,413,0,0
431,406,596,177,0,0,0
434,402,21,132,0,0,0
435,39,0,0,0,0,0
437,0,0,0,0,0,0
438,437,0,0,0,0,0
439,374,726,0,0,0,0
440,719,404,374,584,0,0
450,345,376,21,132,0,0
451,756,129,411,413,0,0
452,143,707,112,0,0,0
453,305,148,359,0,0,0
454,303,112,42,392,0,0
455,582,709,389,0,0,0
510,387,0,0,0,0,0
512,387,0,0,0,0,0
514,320,0,0,0,0,0
515,437,0,0,0,0,0
564,510,0,0,0,0,0
567,629,0,0,0,0,0
569,567,0,0,0,0,0
576,341,398,452,0,0,0
582,514,0,0,0,0,0
595,388,0,0,0,0,0
596,393,5,759,349,13,0
600,627,85,584,31,726,0
621,143,707,595,0,0,0
626,631,0,0,0,0,0
627,630,91,93,64,0,0
629,0,0,0,0,0,0
630,569,626,97,458,63,0
631,629,0,0,0,0,0
632,731,627,401,6,65,0
687,322,0,0,0,0,0
688,79,406,59,0,0,0
701,515,0,0,0,0,0
702,53,705,706,0,0,0
703,718,101,0,0,0,0
704,402,727,576,0,0,0
705,325,0,0,0,0,0
706,325,0,0,0,0,0
707,515,0,0,0,0,0
708,322,0,0,0,0,0
709,514,0,0,0,0,0
710,55,701,750,781,0,0
711,707,595,343,0,0,0
712,143,90,111,0,0,0
713,438,0,0,0,0,0
714,713,564,569,0,0,0
715,714,30,43,0,0,0
716,114,0,0,0,0,0
718,712,398,621,43,680,0
719,630,16,102,397,43,0
720,15,92,0,0,0,0
721,15,308,702,0,0,0
722,710,77,454,0,0,0
723,711,87,0,0,0,0
726,377,398,755,0,0,0
727,367,621,454,22,191,0
728,388,0,0,0,0,0
729,707,564,728,0,0,0
730,81,97,392,0,0,0
731,710,102,755,702,3,0
732,408,23,0,0,0,0
733,731,756,4,405,0,0
734,342,718,0,0,0,0
735,731,4,723,0,0,0
737,309,44,719,79,41,0
738,210,400,720,0,0,0
739,403,718,0,0,0,0
740,400,309,721,0,0,0
741,727,74,722,0,0,0
742,73,359,107,0,0,0
743,0,0,0,0,0,0
744,302,327,71,192,0,0
745,342,727,26,699,722,0
747,374,61,721,715,192,0
748,148,107,0,0,0,0
749,116,699,0,0,0,0
750,567,0,0,0,0,0
751,701,760,0,0,0,0
752,626,9,687,0,0,0
753,455,113,70,590,0,0
754,379,405,721,0,0,0
755,81,343,361,0,0,0
756,758,711,5,759,375,72
757,175,182,0,0,0,0
761,322,0,0,0,0,0
762,322,0,0,0,0,0
763,322,0,0,0,0,0
764,322,0,0,0,0,0
765,322,0,0,0,0,0
771,402,177,134,0,0,0
772,771,49,0,0,0,0
773,148,720,116,101,0,0
774,731,327,0,0,0,0
775,35,0,0,0,0,0
776,94,0,0,0,0,0
777,95,0,0,0,0,0
778,740,0,0,0,0,0
779,57,0,0,0,0,0
106,632,0,0,0,0,0
758,595,343,0,0,0,0
676,50,90,0,0,0,0
65,730,64,630,0,0,0
66,65,627,85,0,0,0
64,63,626,457,0,0,0
67,66,0,0,0,0,0
63,62,0,0,0,0,0
62,629,0,0,0,0,0
766,416,193,0,0,0,0
117,309,82,721,0,0,0
210,11,365,218,0,0,0
680,151,53,114,0,0,0
679,676,78,308,10,0,0
11,307,706,389,0,0,0
677,679,0,0,0,0,0
422,385,0,0,0,0,0
118,117,49,0,0,0,0
760,708,728,42,0,0,0
681,680,30,698,115,0,0
44,341,14,752,0,0,0
127,311,376,41,0,0,0
211,711,209,54,0,0,0
32,85,6,31,0,0,0
83,309,720,82,0,0,0
26,760,396,25,72,0,0
4,14,370,3,0,0,0
218,208,458,0,0,0,0
209,111,208,0,0,0,0
5,707,595,728,0,0,0
48,400,101,301,192,0,0
30,55,457,2,0,0,0
130,582,709,0,0,0,0
6,64,394,93,590,0,0
104,677,678,0,0,0,0
16,343,114,458,0,0,0
213,210,116,71,0,0,0
116,87,16,115,0,0,0
128,306,0,0,0,0,0
129,730,130,590,0,0,0
759,348,607,750,0,0,0
23,365,91,0,0,0,0
105,126,0,0,0,0,0
457,631,0,0,0,0,0
208,322,0,0,0,0,0
33,344,712,209,369,0,0
19,402,26,407,0,0,0
75,129,21,132,0,0,0
60,311,403,59,0,0,0
115,687,697,361,0,0,0
41,714,759,92,783,0,0
82,15,87,308,548,0,0
584,377,698,13,590,0,0
42,512,0,0,0,0,0
214,211,33,364,407,0,0
59,5,621,10,0,0,0
678,681,0,0,0,0,0
31,30,13,676,0,0,0
607,510,0,0,0,0,0
47,211,301,134,402,0,0
80,74,715,0,0,0,0
369,143,687,0,0,0,0
458,438,0,0,0,0,0
548,701,96,0,0,0,0
25,112,42,458,190,0,0
2,515,0,0,0,0,0
590,582,713,20,457,0,0
3,391,2,781,0,0,0
781,325,0,0,0,0,0
782,781,0,0,0,0,0
783,457,2,781,0,0,0
784,783,0,0,0,0,0
682,322,0,0,0,0,0
683,682,0,0,0,0,0
901,0,0,0,0,0,0
902,0,0,0,0,0,0
903,0,0,0,0,0,0
904,0,0,0,0,0,0
905,0,0,0,0,0,0
22,392,0,0,0,0,0
697,438,0,0,0,0,0
698,687,697,0,0,0,0
699,760,698,25,0,0,0
700,26,699,718,0,0,0
675,0,0,0,0,0,0
20,567,0,0,0,0,0
102,391,750,0,0,0,0
190,321,0,0,0,0,0
191,190,697,208,0,0,0
192,191,347,130,0,0,0
193,192,26,721,0,0,0
328,427,428,385,434,0,0
