id,digi1,digi2,digi3,digi4,digi5,digi6
44,737,428,429,0,0,0
127,0,0,0,0,0,0
211,346,214,47,0,0,0
32,0,0,0,0,0,0
83,0,0,0,0,0,0
26,416,745,700,19,193,0
4,735,86,733,0,0,0
218,210,400,177,0,0,0
209,33,211,134,0,0,0
5,756,596,59,0,0,0
48,0,0,0,0,0,0
30,85,681,31,715,0,0
130,342,129,132,192,0,0
6,632,38,32,0,0,0
104,0,0,0,0,0,0
16,719,116,140,0,0,0
213,215,0,0,0,0,0
116,773,749,213,0,0,0
128,0,0,0,0,0,0
129,451,75,37,0,0,0
759,756,41,596,0,0,0
23,732,423,0,0,0,0
105,0,0,0,0,0,0
457,30,93,590,783,64,0
208,218,209,397,191,0,0
33,423,424,214,0,0,0
19,0,0,0,0,0,0
75,0,0,0,0,0,0
60,0,0,0,0,0,0
115,681,116,71,0,0,0
41,127,737,49,0,0,0
82,117,83,315,0,0,0
584,600,440,36,0,0,0
42,760,91,25,454,349,0
214,215,0,0,0,0,0
59,688,60,312,0,0,0
678,104,675,0,0,0,0
31,600,32,427,0,0,0
607,393,58,759,314,0,0
47,0,0,0,0,0,0
80,0,0,0,0,0,0
369,404,33,364,0,0,0
458,630,218,16,396,25,0
548,410,82,101,0,0,0
25,402,26,699,407,0,0
2,30,92,3,783,0,0
590,6,129,584,753,327,0
3,731,4,74,0,0,0
781,710,3,783,782,0,0
782,0,0,0,0,0,0
783,107,41,784,0,0,0
784,0,0,0,0,0,0
682,683,0,0,0,0,0
683,0,0,0,0,0,0
901,0,0,0,0,0,0
902,0,0,0,0,0,0
903,0,0,0,0,0,0
904,0,0,0,0,0,0
905,0,0,0,0,0,0
22,73,359,727,0,0,0
697,698,115,113,191,0,0
698,681,699,584,0,0,0
699,745,749,700,0,0,0
700,0,0,0,0,0,0
675,678,0,0,0,0,0
20,313,375,43,590,0,0
102,731,719,61,0,0,0
190,191,25,77,0,0,0
191,192,727,132,0,0,0
192,193,744,48,747,0,0
193,766,0,0,0,0,0
328,0,0,0,0,0,0
