id,nameId?,Unk2_1,Unk2_2,Unk3_1,Unk3_2,Unk4_1,Unk4_2,Unk5,Unk6_1,Unk6_2,Unk7_1,Unk7_2,Unk8_1,Unk8_2,Unk9,Unk10_1,Unk10_2,Unk11_1,Unk11_2,Unk12_1,Unk12_2,Unk13,Unk14_1,Unk14_2,Unk15_1,Unk15_2,Unk16_1,Unk16_2,Unk17,Unk18_1,Unk18_2,Unk19_1,Unk19_2,Unk20_1,Unk20_2,Unk21,Unk22_1,Unk22_2,Unk23_1,Unk23_2,Unk24_1,Unk24_2,Unk25,Unk26_1,Unk26_2,Unk27_1,Unk27_2,Unk28_1,Unk28_2,Unk29,Unk30_1,Unk30_2,Unk31_1,Unk31_2,Unk32_1,Unk32_2,Unk33,Unk34_1,Unk34_2,Unk35_1,Unk35_2,Unk36_1,Unk36_2,Unk37,Unk38_1,Unk38_2,Unk39,Unk40
132,1076,0,0,30,0,0,0,-1,0,0,0,0,0,0,3639,0,0,20,0,0,0,3067,0,0,20,0,0,0,3070,0,0,15,0,0,0,3090,0,0,5,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,10,0
141,1064,0,0,20,0,0,0,-1,0,0,0,0,0,0,3073,0,0,20,0,0,0,3055,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,40,0
142,1064,0,0,20,0,0,0,-1,0,0,0,0,0,0,3074,0,0,25,0,0,0,3056,0,0,20,0,0,0,3095,10,15,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,15,0
143,1064,0,0,20,0,0,0,-1,0,0,0,0,0,0,3073,0,0,20,0,0,0,3055,0,0,20,0,0,0,3079,0,0,20,0,0,0,3095,0,0,5,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,15,0
151,1037,0,0,15,0,0,0,-1,0,0,0,0,0,0,3046,0,0,25,0,0,0,3051,0,0,25,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,35,0
152,1037,0,0,25,0,0,0,-1,0,0,0,0,0,0,3046,0,0,25,0,0,0,3052,0,0,25,0,0,0,3093,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,10,0
153,1037,0,0,25,0,0,0,-1,0,0,0,0,0,0,3046,0,0,25,0,0,0,3052,0,0,25,0,0,0,3093,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,10,0
154,1037,0,0,0,0,0,0,-1,0,0,0,0,0,0,3047,0,0,30,0,0,0,3053,0,0,30,0,0,0,3103,0,0,20,0,0,0,3100,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
211,1123,0,0,25,0,0,0,-1,0,0,0,0,0,0,3109,0,0,25,0,0,0,3014,0,0,10,0,0,0,3010,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,30,0
212,1123,0,0,25,0,0,0,-1,0,0,0,0,0,0,3013,0,0,15,0,0,0,3016,0,0,10,0,0,0,3111,0,0,10,0,0,0,3123,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,30,0
213,1123,0,0,30,0,0,0,-1,0,0,0,0,0,0,3014,0,0,20,0,0,0,3017,0,0,10,0,0,0,3111,0,0,20,0,0,0,3102,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,0,0
214,1123,0,0,30,0,0,0,-1,0,0,0,0,0,0,3014,0,0,20,0,0,0,3111,0,0,10,0,0,0,3102,0,0,20,0,0,0,3103,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
241,1193,0,0,20,0,0,0,-1,0,0,0,0,0,0,3014,0,0,25,0,0,0,3017,0,0,25,0,0,0,3133,8,23,15,0,9,23,3084,0,0,15,0,9,4,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
242,1193,0,0,15,0,0,0,-1,0,0,0,0,0,0,3014,0,0,20,0,0,0,3017,0,0,20,0,0,0,3123,7,19,15,0,8,19,3138,7,1,15,0,8,1,3134,8,25,15,0,9,25,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
243,1193,0,0,20,0,0,0,-1,0,0,0,0,0,0,3014,0,0,25,0,0,0,3017,0,0,25,0,0,0,3133,8,23,15,0,9,23,3084,0,0,15,0,9,4,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
244,1193,0,0,20,0,0,0,-1,0,0,0,0,0,0,3014,0,0,25,0,0,0,3016,0,0,20,0,0,0,3133,8,23,15,0,9,23,3084,0,0,15,0,9,4,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,5,0
245,1193,0,0,5,0,0,0,-1,0,0,0,0,0,0,3014,0,0,25,0,0,0,3017,0,0,30,0,0,0,3133,8,23,15,0,9,23,3084,0,0,15,0,9,4,3102,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
271,1151,0,0,10,0,0,0,1236,0,0,5,0,0,0,3067,0,0,20,0,0,0,3070,0,0,20,0,0,0,3080,0,0,15,0,0,0,3008,0,0,10,0,0,0,3092,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,10,0
272,1151,0,0,25,0,0,0,1236,9,26,10,1,0,0,3002,0,0,15,0,0,0,3008,0,0,20,0,0,0,3100,0,0,15,0,0,0,3135,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
273,1151,0,0,20,0,0,0,1236,9,26,10,1,0,0,3008,0,0,20,0,0,0,3044,0,0,20,0,0,0,3135,0,0,15,0,0,0,3095,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
274,1151,0,0,15,0,0,0,1236,0,0,10,0,0,0,3135,0,0,20,0,0,0,3002,0,0,20,0,0,0,3007,0,0,15,0,0,0,3074,0,0,10,0,0,0,3100,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
275,1151,0,0,15,0,0,0,1236,0,0,5,0,0,0,3135,0,0,10,0,0,0,3001,0,0,20,0,0,0,3007,0,0,20,0,0,0,3073,0,0,10,0,0,0,3100,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,10,0
341,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,3523,0,0,30,0,0,0,3524,0,0,30,0,0,0,3525,0,0,30,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
342,6048,0,0,20,0,0,0,-1,0,0,0,0,0,0,3526,0,0,25,0,0,0,3527,0,0,20,0,0,0,3071,0,0,20,0,0,0,3068,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
343,6048,0,0,20,0,0,0,-1,0,0,0,0,0,0,3526,0,0,25,0,0,0,3528,0,0,20,0,0,0,3125,0,0,20,0,0,0,3639,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
344,6048,0,0,20,0,0,0,-1,0,0,0,0,0,0,3526,0,0,25,0,0,0,3529,0,0,20,0,0,0,3065,0,0,20,0,0,0,3086,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
351,6037,0,0,100,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
352,1187,0,0,20,0,0,0,-1,0,0,0,0,0,0,3065,0,0,20,0,0,0,3038,0,0,20,0,0,0,3008,0,0,15,0,0,0,3131,0,0,15,0,0,0,3109,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
353,1187,0,0,50,0,0,0,-1,0,0,0,0,0,0,3008,0,0,20,0,0,0,3131,0,0,20,0,0,0,3100,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
361,6022,0,0,25,0,0,0,-1,0,0,0,0,0,0,3098,0,0,25,0,0,0,3068,0,0,20,0,0,0,3005,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,10,0
362,6023,0,0,30,0,0,0,-1,0,0,0,0,0,0,3106,0,0,25,0,0,0,3005,0,0,25,0,0,0,3068,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
371,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,3582,0,0,30,0,0,0,3105,0,0,30,0,0,0,3011,0,0,15,0,2,0,3044,0,0,15,0,2,0,3125,10,22,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
372,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,3583,0,0,50,0,0,0,3584,0,0,50,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
373,1202,0,0,40,0,0,0,-1,0,0,0,0,0,0,3017,0,0,35,0,0,0,3125,10,22,15,0,0,0,3111,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
381,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,3106,0,0,40,0,0,0,3035,0,0,15,0,0,0,3068,0,0,15,0,0,0,3005,0,0,15,0,0,0,3071,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
391,1140,0,0,20,0,0,0,-1,0,0,0,0,0,0,3567,0,0,20,0,0,0,3568,0,0,20,0,0,0,3572,0,0,20,0,0,0,3573,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
392,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,3566,0,0,20,0,0,0,3569,0,0,20,0,0,0,3570,0,0,20,0,0,0,3571,0,0,20,0,0,0,3574,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
401,6049,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,80,3
402,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,3596,0,0,100,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
431,1079,0,0,25,0,0,0,-1,0,0,0,0,0,0,3067,0,0,25,0,0,0,3040,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,35,0
432,1079,6,2,40,0,7,2,-1,0,0,0,0,0,0,3068,0,0,25,0,0,0,3079,6,2,15,0,7,2,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,20,0
433,1079,0,0,15,0,0,0,-1,0,0,0,0,0,0,3068,0,0,25,0,0,0,3071,0,0,25,0,0,0,3113,0,0,15,0,0,0,3102,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
434,1079,6,2,15,0,7,2,-1,0,0,0,0,0,0,3111,0,0,10,0,0,0,3070,6,2,30,0,7,2,3071,0,0,15,0,0,0,3041,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,10,0
491,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,3545,0,0,30,0,0,0,3038,0,0,25,0,0,0,3044,0,0,25,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,20,0
492,1179,0,0,10,0,0,0,-1,0,0,0,0,0,0,3135,10,26,30,0,0,0,3038,0,0,20,0,0,0,3044,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,20,0
493,6028,0,0,35,0,0,0,-1,0,0,0,0,0,0,3545,0,0,35,0,0,0,3546,10,9,30,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
494,1179,9,26,10,1,2,0,-1,0,0,0,0,0,0,3100,0,0,30,0,0,0,3135,10,9,30,0,0,0,3044,0,0,30,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
495,1179,0,0,25,0,0,0,-1,0,0,0,0,0,0,3038,0,0,20,0,0,0,3044,0,0,25,0,0,0,3105,0,0,10,0,0,0,3100,0,0,10,0,0,0,3095,0,0,5,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,5,0
501,1001,0,0,30,0,0,0,-1,0,0,0,0,0,0,3072,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,55,0
502,1001,0,0,25,0,0,0,-1,0,0,0,0,0,0,3020,0,0,20,0,0,0,3008,0,0,25,0,0,0,3100,0,0,20,0,0,0,3119,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
503,1001,0,0,25,0,0,0,-1,0,0,0,0,0,0,3000,0,0,15,0,0,0,3072,0,0,25,0,0,0,3006,0,0,15,0,0,0,3090,0,0,5,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,15,0
504,1001,0,0,15,0,0,0,-1,0,0,0,0,0,0,3007,0,0,30,0,0,0,3079,0,0,35,0,0,0,3073,0,0,15,0,0,0,3090,0,0,5,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
505,1001,0,0,5,0,0,0,-1,0,0,0,0,0,0,3002,0,0,25,0,0,0,3008,0,0,25,0,0,0,3080,0,0,25,0,0,0,3074,0,0,15,0,0,0,3090,0,0,5,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
506,1001,0,0,5,0,0,0,-1,0,0,0,0,0,0,3074,0,0,30,0,0,0,3002,0,0,25,0,0,0,3008,0,0,25,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,15,0
531,1011,0,0,20,0,0,0,-1,0,0,0,0,0,0,3060,0,0,15,0,0,0,3057,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,50,0
532,1011,0,0,35,0,0,0,-1,0,0,0,0,0,0,3058,0,0,25,0,0,0,3061,0,0,25,0,0,0,3111,0,0,5,0,0,0,3123,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
541,1062,0,0,15,0,0,0,-1,0,0,0,0,0,0,3124,0,0,20,0,0,0,3001,0,0,15,0,0,0,3073,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,40,0
542,1062,0,0,30,0,0,0,-1,0,0,0,0,0,0,3079,0,0,20,0,0,0,3001,0,0,20,0,0,0,3073,0,0,30,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
551,1007,0,0,30,0,0,0,-1,0,0,0,0,0,0,3094,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,55,0
561,1032,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,85,0
571,1206,0,0,20,0,0,0,-1,0,0,0,0,0,0,3025,0,0,20,0,0,0,3023,0,0,20,0,0,0,3113,0,0,15,0,0,0,3102,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,15,0
572,1206,0,0,30,0,3,0,-1,0,0,0,0,0,0,3107,0,0,30,0,0,0,3105,0,0,30,0,0,0,3081,6,1,10,0,7,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
573,1206,0,0,25,0,0,0,-1,0,0,0,0,0,0,3023,0,0,25,0,0,0,3113,0,0,20,0,0,0,3094,0,0,10,0,0,0,3102,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,10,0
574,1206,0,0,30,0,3,0,-1,0,0,0,0,0,0,3023,0,0,25,0,3,0,3104,0,0,20,0,0,0,3124,10,21,15,0,0,0,3081,6,1,10,0,7,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
575,1206,0,0,25,0,0,0,-1,0,0,0,0,0,0,3026,0,0,25,0,0,0,3023,0,0,25,0,0,0,3112,0,0,5,0,0,0,3100,0,0,10,0,0,0,3102,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
576,1206,0,0,30,0,3,0,-1,0,0,0,0,0,0,3107,0,0,30,0,0,0,3105,0,0,30,0,0,0,3081,6,1,10,0,7,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
581,1060,0,0,25,0,0,0,-1,0,0,0,0,0,0,3022,0,0,25,0,0,0,3109,0,0,20,0,0,0,3101,0,0,5,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,25,0
611,1134,0,0,25,0,0,0,-1,0,0,0,0,0,0,3082,0,0,25,0,0,0,3074,0,0,20,0,0,0,3078,0,0,15,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,15,0
612,6041,0,0,20,0,0,0,-1,0,0,0,0,0,0,3618,0,0,20,0,0,0,3619,0,0,20,0,0,0,3620,0,0,20,0,0,0,3621,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
613,1134,0,0,30,0,0,0,-1,0,0,0,0,0,0,3080,0,0,30,0,0,0,3077,0,0,20,0,0,0,3111,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
681,1046,0,0,35,0,0,0,-1,0,0,0,0,0,0,3049,0,0,20,0,0,0,3010,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,25,0
682,1046,0,0,20,0,0,0,-1,0,0,0,0,0,0,3049,0,0,20,0,0,0,3010,0,0,20,0,0,0,3052,0,0,20,0,0,0,3094,0,0,10,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,10,0
691,1182,0,0,10,0,0,0,-1,0,0,0,0,0,0,3104,0,0,20,0,0,0,3105,0,0,20,0,0,0,3106,0,0,20,0,0,0,3107,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,10,0
692,1182,0,0,25,0,0,0,-1,0,0,0,0,0,0,3040,0,0,25,0,0,0,3104,0,0,20,0,0,0,3106,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,10,0
693,1182,0,0,10,0,0,0,-1,0,0,0,0,0,0,3104,0,0,20,0,0,0,3106,0,0,20,0,0,0,3107,0,0,20,0,0,0,3105,0,0,15,0,0,0,3130,0,0,15,0,0,0,3080,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
694,1182,0,0,15,0,0,0,-1,0,0,0,0,0,0,3044,0,0,25,0,0,0,3038,0,0,20,0,0,0,3104,0,0,20,0,0,0,3105,0,0,20,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
701,1074,0,0,20,0,0,0,-1,0,0,0,0,0,0,3081,0,0,25,0,0,0,3099,0,0,25,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,30,0
702,1074,0,0,20,0,0,0,-1,0,0,0,0,0,0,3081,0,0,25,0,0,0,3099,0,0,25,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,5000,0,0,30,0
