id,digi1,digi2,digi3,digi4,digi5,digi6,level1,level2,level3,level4,level5,level6,variation1,variation2,variation3,variation4,variation5,variation6,unk13,unk14,unk15,unk16,unk9,unk10
246,753,-1,-1,-1,-1,-1,49,49,49,49,49,49,1,1,1,1,1,1,0,0,0,0,0,"a"
251,627,-1,-1,-1,-1,-1,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,"a"
252,399,374,313,-1,-1,-1,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,"a"
253,731,-1,-1,-1,-1,-1,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,"a"
254,731,719,-1,-1,-1,-1,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,"a"
255,627,627,-1,-1,-1,-1,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,"a"
256,719,404,731,-1,-1,-1,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,"a"
257,627,404,627,-1,-1,-1,51,51,51,51,51,51,1,1,1,1,1,1,0,0,0,0,0,"a"
261,61,311,-1,-1,-1,-1,53,53,53,53,53,53,1,1,1,1,1,1,0,0,0,0,0,"a"
262,74,79,-1,-1,-1,-1,53,53,53,53,53,53,1,1,1,1,1,1,0,0,0,0,0,"a"
263,723,-1,-1,-1,-1,-1,53,53,53,53,53,53,1,1,1,1,1,1,0,0,0,0,0,"a"
264,451,-1,-1,-1,-1,-1,53,53,53,53,53,53,1,1,1,1,1,1,0,0,0,0,0,"a"
265,429,-1,-1,-1,-1,-1,53,53,53,53,53,53,1,1,1,1,1,1,0,0,0,0,0,"a"
271,726,-1,-1,-1,-1,-1,55,55,55,55,55,55,1,1,1,1,1,1,0,0,0,0,0,"a"
272,101,726,-1,-1,-1,-1,55,55,55,55,55,55,1,1,1,1,1,1,0,0,0,0,0,"a"
273,450,-1,-1,-1,-1,-1,55,55,55,55,55,55,1,1,1,1,1,1,0,0,0,0,0,"a"
274,310,450,-1,-1,-1,-1,55,55,55,55,55,55,1,1,1,1,1,1,0,0,0,0,0,"a"
281,74,727,-1,-1,-1,-1,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,"a"
282,727,306,-1,-1,-1,-1,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,"a"
283,426,74,-1,-1,-1,-1,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,"a"
284,306,423,-1,-1,-1,-1,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,"a"
285,424,57,-1,-1,-1,-1,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,"a"
286,737,-1,-1,-1,-1,-1,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,"a"
287,69,-1,-1,-1,-1,-1,57,57,57,57,57,57,1,1,1,1,1,1,0,0,0,0,0,"a"
291,740,101,-1,-1,-1,-1,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,"a"
292,407,346,-1,-1,-1,-1,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,"a"
293,754,312,-1,-1,-1,-1,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,"a"
294,385,434,-1,-1,-1,-1,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,"a"
295,427,428,-1,-1,-1,-1,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,"a"
296,427,740,754,-1,-1,-1,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,"a"
297,346,101,754,-1,-1,-1,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,"a"
298,434,346,-1,-1,-1,-1,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,"a"
299,428,427,385,-1,-1,-1,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,"a"
300,69,-1,-1,-1,-1,-1,59,59,59,59,59,59,1,1,1,1,1,1,0,0,0,0,0,"a"
301,91,-1,-1,-1,-1,-1,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,"a"
302,43,43,-1,-1,-1,-1,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,"a"
303,376,-1,-1,-1,-1,-1,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,"a"
304,91,379,-1,-1,-1,-1,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,"a"
305,596,379,-1,-1,-1,-1,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,"a"
311,437,437,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
312,317,317,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
313,322,438,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
314,626,-1,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
321,317,317,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
322,325,325,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
323,303,303,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
324,701,750,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
331,395,395,-1,-1,-1,-1,42,42,42,42,42,42,1,1,1,1,1,1,0,0,0,0,0,"a"
332,395,722,-1,-1,-1,-1,42,42,42,42,42,42,1,1,1,1,1,1,0,0,0,0,0,"a"
333,722,342,-1,-1,-1,-1,42,42,42,42,42,42,1,1,1,1,1,1,0,0,0,0,0,"a"
334,411,411,-1,-1,-1,-1,42,42,42,42,42,42,1,1,1,1,1,1,0,0,0,0,0,"a"
335,84,-1,-1,-1,-1,-1,42,42,42,42,42,42,1,1,1,1,1,1,0,0,0,0,0,"a"
336,752,-1,-1,-1,-1,-1,42,42,42,42,42,42,2,1,1,1,1,1,0,0,0,0,0,"a"
341,702,396,-1,-1,-1,-1,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,"a"
342,702,702,-1,-1,-1,-1,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,"a"
343,326,396,-1,-1,-1,-1,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,"a"
344,718,-1,-1,-1,-1,-1,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,"a"
345,177,-1,-1,-1,-1,-1,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,"a"
346,709,709,-1,-1,-1,-1,35,35,35,35,35,35,2,2,1,1,1,1,0,0,0,0,0,"a"
351,114,707,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
352,112,569,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
353,112,112,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
354,111,111,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
355,112,114,111,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
361,709,709,-1,-1,-1,-1,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,"a"
362,55,53,-1,-1,-1,-1,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,"a"
363,97,97,-1,-1,-1,-1,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,"a"
364,72,-1,-1,-1,-1,-1,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,"a"
365,55,72,55,-1,-1,-1,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,"a"
371,12,-1,-1,-1,-1,-1,46,46,46,46,46,46,1,1,1,1,1,1,0,0,0,0,0,"a"
372,87,12,-1,-1,-1,-1,46,46,46,46,46,46,1,1,1,1,1,1,0,0,0,0,0,"a"
373,731,12,-1,-1,-1,-1,46,46,46,46,46,46,1,1,1,1,1,1,0,0,0,0,0,"a"
374,87,148,-1,-1,-1,-1,46,46,46,46,46,46,1,1,1,1,1,1,0,0,0,0,0,"a"
375,753,-1,-1,-1,-1,-1,46,46,46,46,46,46,1,1,1,1,1,1,0,0,0,0,0,"a"
381,377,-1,-1,-1,-1,-1,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,"a"
382,393,393,-1,-1,-1,-1,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,"a"
383,367,393,-1,-1,-1,-1,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,"a"
384,393,77,393,-1,-1,-1,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,"a"
385,308,-1,-1,-1,-1,-1,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,"a"
391,631,81,567,-1,-1,-1,12,12,12,12,12,12,1,1,1,1,1,1,0,0,0,0,0,"a"
392,81,81,-1,-1,-1,-1,12,12,12,12,12,12,1,1,1,1,1,1,0,0,0,0,0,"a"
393,363,363,-1,-1,-1,-1,12,12,12,12,12,12,1,1,1,1,1,1,0,0,0,0,0,"a"
394,54,363,-1,-1,-1,-1,12,12,12,12,12,12,1,1,1,1,1,1,0,0,0,0,0,"a"
401,50,307,-1,-1,-1,-1,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,"a"
402,50,96,-1,-1,-1,-1,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,"a"
403,343,303,-1,-1,-1,-1,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,"a"
404,307,96,-1,-1,-1,-1,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,"a"
411,514,514,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
412,510,392,510,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
413,512,348,512,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
414,348,392,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
441,61,-1,-1,-1,-1,-1,48,48,48,48,48,48,1,1,1,1,1,1,0,0,0,0,0,"a"
442,61,61,-1,-1,-1,-1,48,48,48,48,48,48,1,1,1,1,1,1,0,0,0,0,0,"a"
443,92,43,-1,-1,-1,-1,48,48,48,48,48,48,1,1,1,1,1,1,0,0,0,0,0,"a"
444,92,92,-1,-1,-1,-1,48,48,48,48,48,48,1,1,1,1,1,1,0,0,0,0,0,"a"
451,564,-1,-1,-1,-1,-1,22,22,22,22,22,22,1,1,1,1,1,1,0,0,0,0,0,"a"
452,564,399,-1,-1,-1,-1,22,22,22,22,22,22,1,1,1,1,1,1,0,0,0,0,0,"a"
453,399,399,-1,-1,-1,-1,22,22,22,22,22,22,1,1,1,1,1,1,0,0,0,0,0,"a"
454,702,-1,-1,-1,-1,-1,22,22,22,22,22,22,1,1,1,1,1,1,0,0,0,0,0,"a"
461,13,13,-1,-1,-1,-1,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,"a"
462,13,398,-1,-1,-1,-1,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,"a"
463,398,398,-1,-1,-1,-1,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,"a"
464,308,-1,-1,-1,-1,-1,25,25,25,25,25,25,1,1,1,1,1,1,0,0,0,0,0,"a"
471,394,78,-1,-1,-1,-1,37,37,37,37,37,37,1,1,1,1,1,1,0,0,0,0,0,"a"
472,78,78,-1,-1,-1,-1,37,37,37,37,37,37,1,1,1,1,1,1,0,0,0,0,0,"a"
